answer,correct_option,id,options,problem,type
"R_t_initial: North: 594.0 km,
South: 2970.0 km,
East: 990.0 km,
West: 990.0 km,
V_grad: North: 20.16 m/s,
South: 24.91 m/s,
East: 22.08 m/s,
West: 22.08 m/s,
Fractional_Error: North: 2.62 %,
South: 1.23 %,
East: 0.0 %,
West: 0.0 %",B,MCQ_52_2,"['R_t_initial: North: 297.0 km,\nSouth: 1485.0 km,\nEast: 495.0 km,\nWest: 495.0 km,\nV_grad: North: 10.08 m/s,\nSouth: 12.46 m/s,\nEast: 11.04 m/s,\nWest: 11.04 m/s,\nFractional_Error: North: 2.62 %,\nSouth: 1.23 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 594.0 km,\nSouth: 2970.0 km,\nEast: 990.0 km,\nWest: 990.0 km,\nV_grad: North: 20.16 m/s,\nSouth: 24.91 m/s,\nEast: 22.08 m/s,\nWest: 22.08 m/s,\nFractional_Error: North: 2.62 %,\nSouth: 1.23 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 204.0 km,\nSouth: 358.0 km,\nEast: 260.0 km,\nWest: 260.0 km,\nV_grad: North: 13.32 m/s,\nSouth: 15.38 m/s,\nEast: 14.22 m/s,\nWest: 14.22 m/s,\nFractional_Error: North: 3.7 %,\nSouth: 4.0 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 27.0 km,\nSouth: 28.0 km,\nEast: 27.0 km,\nWest: 27.0 km,\nV_grad: North: 49.93 m/s,\nSouth: 50.82 m/s,\nEast: 50.37 m/s,\nWest: 50.37 m/s,\nFractional_Error: North: 13.19 %,\nSouth: 22.55 %,\nEast: 0.0 %,\nWest: 0.0 %']","Calculate the radii of curvature for the paths of air parcels situated 990.0 km to the east, north, south, and west of the center of a circular low-pressure system, respectively. The system is traveling eastward at 18.0 m/s. Assume geostrophic flow with a constant tangential wind speed of 27.0 m/s. Next, compute the normal gradient wind speeds for the four air parcels using the calculated radii of curvature. Compare these speeds with the geostrophic speed. (Let f=0.0001 s^-1). Utilize the gradient wind speeds determined here to recalculate the radii of curvature for the four air parcels. Use these updated estimates of the radii of curvature to recalculate the gradient wind speeds for the four air parcels. What is the fractional error in the radii of curvature when using the geostrophic wind approximation in this scenario? (Note that additional iterations could be performed, but they would quickly converge.)",Atmospheric Dynamics
11.61 K,C,MCQ_55_2,"['46.45 K', '23.22 K', '11.61 K', '34.84 K']","The planet Enceladus rotates so slowly around its axis that we can reasonably assume the Coriolis parameter is zero. In the case of steady, frictionless motion along latitude circles, the momentum equation (2.20) simplifies to a cyclostrophic balance form: 
u^2 * tan(φ) / a = -(1 / ρ) * (∂p / ∂y).

By converting this expression into isobaric coordinates, demonstrate how the thermal wind equation can be represented as:
ω_r^2(p1) - ω_r^2(p0) = -(R * ln(p0 / p1)) / (a * sin(φ) * cos(φ)) * (∂⟨T⟩ / ∂y),
where R is the gas constant, a is the planet's radius, and ω_r ≡ u / (a * cos(φ)) is the relative angular velocity.

How should the vertically averaged temperature ⟨T⟩ change with latitude to ensure that ω_r is solely a function of pressure?

Given that the zonal velocity at approximately 60 km altitude above the equator (p1 = 0.01 Pa) is 100.0 m/s and the zonal velocity is zero at the planet's surface (p0 = 0.1 Pa), what is the difference in the vertically averaged temperature between the equator and the pole, assuming ω_r depends only on pressure? The radius of the planet is a = 252000.0 m, and the gas constant is R = 187.0 J/(kg*K).",Atmospheric Dynamics
-8058.0 km,A,MCQ_56_2,"['-8058.0 km', '-312.0 km', '-72.0 km', '-6732.0 km']","Consider a scenario where, during the passage of a cyclonic storm, the isobars have a radius of curvature of 707.0 km at a location where the wind is veering at a rate of -8.6° per hour. Determine the radius of curvature of the path of an air parcel moving over this station. (The wind speed is 27.1 m/s.)",Atmospheric Dynamics
"889: 0.97 cm/s,
829: 1.84 cm/s,
673: 5.59 cm/s,
597: 8.39 cm/s,
508: 13.16 cm/s",C,MCQ_59_2,"['673: 2067.0 cm/s,\n-1.1: 6804.22 cm/s,\n1000: -27.57 cm/s,\n597: -4496.08 cm/s,\n-2.1: 4920253.32 cm/s', '809: 2.68 cm/s,\n626: 8.85 cm/s,\n498: 16.87 cm/s,\n340: 36.34 cm/s,\n280: 50.05 cm/s', '889: 0.97 cm/s,\n829: 1.84 cm/s,\n673: 5.59 cm/s,\n597: 8.39 cm/s,\n508: 13.16 cm/s', '1333.5: 2.19 cm/s,\n1243.5: 4.15 cm/s,\n1009.5: 12.58 cm/s,\n895.5: 18.88 cm/s,\n762.0: 29.61 cm/s']","The table below illustrates the horizontal wind divergence at different pressure levels above a specific station.

| Pressure ${\mathbf{hPa}}$ | ${\boldsymbol{\nabla} \cdot \mathbf{V} \mathbf{( \times \mathbf { 10 } ^ { - \mathbf { 5 } } \mathbf {s} ^ { \mathbf { - 1 } } )}}$ |
| :---: | :---: |
| 1000 | -0.8 |
| 889 | -1.1 |
| 829 | -1.6 |
| 673 | -1.9 |
| 597 | -2.1 |
| 508 | -2.5 |

Determine the vertical velocity at each pressure level, assuming the atmosphere is isothermal with a temperature of 280 K, and that $w=0$ at 1000 hPa.",Atmospheric Dynamics
32.43 cm/s,C,MCQ_60_2,"['-25.82 cm/s', '17.21 cm/s', '32.43 cm/s', '-25.86 cm/s']","Assume the lapse rate at the 850 hPa level is 4 K km^-1. Given that the temperature at a specific location is dropping at a rate of -8.0 K h^-1, with a westerly wind blowing at 3.3 m s^-1, and the temperature declines towards the west at 7.4 K per 100 km, determine the vertical velocity at the 850 hPa level using the adiabatic method.",Atmospheric Dynamics
181.461 s^-1,C,MCQ_61_2,"['4.719 s^-1', '14.286 s^-1', '181.461 s^-1', '544.382 s^-1']","What is the change in relative vorticity for a fluid column in a rotating cylinder when it is relocated from the tank's center to 92.9 cm away from the center? The cylinder rotates at 87 revolutions per minute, with the fluid depth at the center being 36.7 cm, and the fluid starts in solid-body rotation.",Physical Oceanography
"(a): -627.9 km,
(b): 1346.6 km",C,MCQ_63_2,"['(a): -474.3 km,\n(b): 1303.1 km', '(a): -75.3 km,\n(b): 107.6 km', '(a): -627.9 km,\n(b): 1346.6 km', '(a): -1883.8 km,\n(b): 4039.9 km']","(a) What latitudinal displacement is required for a zonal ring of air, initially stationary relative to Earth's surface at 65.0° latitude and an altitude of 430.0 km, to develop an easterly (east to west) velocity of 83.0 m/s with respect to Earth's surface? 
(b) To achieve the same velocity, how high must it be moved vertically? 
Consider the atmosphere to be frictionless.",Atmospheric Dynamics
"a: 3980.0 cm^2/s,
b: 7.09 s^-1,
c: 0.1405 s^-1,
d: -0.8714 cm/s",C,MCQ_64_2,"['a: 1480.0 cm^2/s,\nb: 9.1 s^-1,\nc: 0.4917 s^-1,\nd: -8.0642 cm/s', 'a: 4944.0 cm^2/s,\nb: 6.21 s^-1,\nc: -0.0133 s^-1,\nd: 0.0729 cm/s', 'a: 3980.0 cm^2/s,\nb: 7.09 s^-1,\nc: 0.1405 s^-1,\nd: -0.8714 cm/s', 'a: 1368.0 cm^2/s,\nb: 6.61 s^-1,\nc: 0.0568 s^-1,\nd: -0.528 cm/s']","Within a cylindrical annulus with permeable walls, having an inner radius of 9.5 cm, an outer radius of 16.4 cm, and a 6.2 cm depth, the horizontal motion is constant with respect to height and azimuth. This motion is described by the formulas u=7-0.2r and v=40+2r, where u and v denote the radial and tangential velocity components in cm/s, oriented outward and counterclockwise, respectively, with r being the radial distance from the annulus center in cm. Given that the fluid is incompressible, determine 
(a) the circulation around the annular ring, 
(b) the mean vorticity within the annular ring, 
(c) the mean divergence inside the annular ring, and 
(d) the mean vertical velocity at the top of the annulus, assuming it is zero at the bottom.",Geophysics
1.08 m/s,D,MCQ_65_2,"['0.11 m/s', '6.39 m/s', '90.0 m/s', '1.08 m/s']","Assume that the mass of air in an entraining cumulus updraft grows exponentially with altitude, described by $m=m_{0} e^{z / H}$, where H is 15.3 km and $m_{0}$ signifies the mass at a baseline level. Given that the updraft speed is 1.6 m/s at a height of 5.7 km, determine its speed at 11.7 km, considering the updraft maintains zero net buoyancy.",Atmospheric Physics
"geopotential_difference: 575.0 m^2/s^2,
balance_distance_km: 232.6 km",B,MCQ_66_2,"['geopotential_difference: 4537.0 m^2/s^2,\nbalance_distance_km: 152.0 km', 'geopotential_difference: 575.0 m^2/s^2,\nbalance_distance_km: 232.6 km', 'geopotential_difference: 1255.0 m^2/s^2,\nbalance_distance_km: 337.9 km', 'geopotential_difference: 1113.0 m^2/s^2,\nbalance_distance_km: 266.2 km']","In certain hurricanes, the azimuthal velocity component is noted to have a radial dependence expressed as $v_{\lambda}=V_{0}\left(r_{0} / right)^{2}$, applicable for distances $r \geq r_{0}$ from the center. Given $V_{0}=36.6 \mathrm{~m} \mathrm{~s}^{-1}$ and $r_{0}=131.1 \mathrm{~km}$, determine the total geopotential difference between the far field $(r ightarrow \infty)$ and $r=r_{0}$, under the assumption of gradient wind balance and $f_{0}=5e-05 \mathrm{~s}^{-1}$. Additionally, identify the distance from the center where the Coriolis force equals the centrifugal force.",Atmospheric Dynamics
1160158.0 kg/s^2,A,MCQ_67_2,"['1160158.0 kg/s^2', '414342.0 kg/s^2', '64427.0 kg/s^2', '1740237.0 kg/s^2']","10.8. Determine the surface torque per unit horizontal area applied to the atmosphere by topography given the following surface pressure and height distribution:

p_{s}=p_{0}+\hat{p} \sin k x, \quad h=\hat{h} \sin (k x-\gamma)

where p_{0}=1100 hPa, \hat{p}=7.6 hPa, \hat{h}=3080 m, \gamma=4.58 rad, and k=1 /(a \cos \phi). Here, \phi=1.14 radians denotes the latitude, and a represents the Earth's radius. Provide the result in \mathrm{kg} \mathrm{s}^{-2}.",Atmospheric Dynamics
6018.4 m,D,MCQ_69_2,"['12036.8 m', '505.8 m', '7342.4 m', '6018.4 m']","Consider a scenario where the temperature rises linearly with altitude in the region from 13 to 41 km at a rate of 2.8 K/km. Given that the temperature at 13 km is 169 K, determine the scale height H such that the log-pressure height z aligns with the actual height at 41 km. (Assume z matches the actual height at 13 km and let g be constant.)",Atmospheric Physics
"s1: 17.4 m/s,
s2: 7.8 m/s,
s3: 2.8 m/s",A,MCQ_70_2,"['s1: 17.4 m/s,\ns2: 7.8 m/s,\ns3: 2.8 m/s', 's1: 0.2 m/s,\ns2: 103.1 m/s,\ns3: 122533.1 m/s', 's1: 4.4 m/s,\ns2: 1.9 m/s,\ns3: 2.8 m/s', 's1: 0.2 m/s,\ns2: 0.1 m/s,\ns3: 0.0 m/s']","12.2. Determine the Rossby critical velocities corresponding to zonal wave numbers 1, 2, and 3 (i.e., for these wavelengths along a latitude circle). Assume the motion is on a $\beta$-plane centered at 65°, with a scale height of $H=11.8$ km, buoyancy frequency $N=0.087$ s⁻¹, and an infinite meridional scale $(l=0)$.",Atmospheric Dynamics
"Geopotential fluctuation: 52.0 m^2/s^2,
Vertical velocity fluctuation: 0.00028 m/s",D,MCQ_71_2,"['Geopotential fluctuation: 5.2 m^2/s^2,\nVertical velocity fluctuation: 1e-05 m/s', 'Geopotential fluctuation: 403.2 m^2/s^2,\nVertical velocity fluctuation: 0.02483 m/s', 'Geopotential fluctuation: 0.00084 m^2/s^2,\nVertical velocity fluctuation: 0.0 m/s', 'Geopotential fluctuation: 52.0 m^2/s^2,\nVertical velocity fluctuation: 0.00028 m/s']","Determine the fluctuations in geopotential and vertical velocity for a Kelvin wave characterized by a zonal wave number of 1, a phase speed of 52.0 m/s, and a zonal velocity perturbation amplitude of 1.0 m/s. Assume $N^2 = 0.00084 \text{s}^{-2}$.",Atmospheric Dynamics
"(a): Geopotential fluctuation: 190.4 m^2/s^2,
Vertical velocity fluctuation: 0.00111 m/s,
(b): Vertical momentum flux: 0.00156 kg/m/s",D,MCQ_72_2,"['(a): Geopotential fluctuation: 646.8 m^2/s^2,\nVertical velocity fluctuation: 0.00463 m/s,\n(b): Vertical momentum flux: 0.03406 kg/m/s', '(a): Geopotential fluctuation: 19.04 m^2/s^2,\nVertical velocity fluctuation: 4e-05 m/s,\n(b): Vertical momentum flux: 5e-05 kg/m/s', '(a): Geopotential fluctuation: 0.00072 m^2/s^2,\nVertical velocity fluctuation: 0.0 m/s,\n(b): Vertical momentum flux: 0.0 kg/m/s', '(a): Geopotential fluctuation: 190.4 m^2/s^2,\nVertical velocity fluctuation: 0.00111 m/s,\n(b): Vertical momentum flux: 0.00156 kg/m/s']","(a) Determine the geopotential and vertical velocity variations for a Kelvin wave characterized by a zonal wave number 1, a phase speed of 68.0 m/s, and a zonal velocity perturbation amplitude of 2.8 m/s. Assume that $N^2 = 0.00072$ s$^{-2}$.

(b) For the scenario described in Part (a), calculate the vertical momentum flux $M \equiv ho_0 \overline{u' w'}$. Demonstrate that $M$ remains constant with height.",Atmospheric Dynamics
-9.92 m/day,D,MCQ_74_2,"['-0.1 m/day', '-4.83 m/day', '-105.6 m/day', '-9.92 m/day']","Calculate the TEM residual vertical velocity in the westerly shear region of the equatorial QBO, given that radiative cooling is modeled as Newtonian cooling with a 11-day relaxation time, the vertical shear is 37 m/s over 5 km, and the meridional half-width is 5° latitude.",Atmospheric Dynamics
-2.867 %,C,MCQ_75_2,"['-14.4 %', '-1.433 %', '-2.867 %', '-5.733 %']","Considering that gravity's acceleration decreases with elevation from the Earth's center according to an inverse square law, calculate the percentage change in $g$ from the Earth's surface to a height of 86000.0 km.",Geophysics
219.8 hPa,B,MCQ_76_2,"['-0.5 hPa', '219.8 hPa', '498.0 hPa', '329.7 hPa']","In a distant galaxy, there exists a planet with an atmosphere identical to Earth's, except it lacks moisture. The planet's troposphere is kept neutrally stable to vertical shifts through convection, while the stratosphere is in radiative equilibrium with a consistent temperature of -90.4°C, and the temperature remains continuous across the tropopause. Given a surface pressure of 979 hPa and an equatorial surface temperature of 6.8°C, determine the pressure at the equatorial tropopause.",Atmospheric Dynamics
1.055 ,A,MCQ_77_2,"['1.055 ', '1.585 ', '2.11 ', '3.164 ']","Evaluate the dry-adiabatic lapse rate on Barnard's Star b in relation to Earth's, considering that the gravitational acceleration on Barnard's Star b is 11.4 m/s^2 and its atmosphere is predominantly hydrogen, resulting in a different c_p value.",Atmospheric Physics
"Surface: 0.01841 kg/m^3,
Altitude: 0.000344 kg/m^3",B,MCQ_79_2,"['Surface: 0.01841 kg/m^3,\nAltitude: 3181660021.855142 kg/m^3', 'Surface: 0.01841 kg/m^3,\nAltitude: 0.000344 kg/m^3', 'Surface: 0.00034 kg/m^3,\nAltitude: 0.01841 kg/m^3', 'Surface: 0.00156 kg/m^3,\nAltitude: 0.000184 kg/m^3']","Utilizing (i) the equation that connects the saturation vapor pressure of $ \mathrm{H}_{2} \mathrm{O} $ with temperature $ T $, and (ii) the water vapor equation of state $ e = \rho_{v} R_{v} T $, determine the maximum water vapor content per unit volume that air can accommodate at the surface, where $ T_{s}=294 \mathrm{~K} $, and at an altitude of 10 km where $ T_{10} \mathrm{~km}=231 \mathrm{~K} $. Provide your results in $\mathrm{kg} \mathrm{m}^{-3} $.",Atmospheric Physics
6.91 km,C,MCQ_80_2,"['7.24 km', '13.82 km', '6.91 km', '20.72 km']","Spectroscopic data indicate that an atmospheric column with a water vapor mass exceeding 3.0 kg/m^2 is opaque to the 'terrestrial' waveband. Considering that water vapor generally has a density of 0.01 kg/m^3 at sea level and diminishes vertically following e^(-z/3.0), where z represents the height above the surface and b is approximately 3.0 km, determine the height at which the atmosphere becomes transparent to terrestrial radiation.",Atmospheric Physics
"(1): 1.159 cm/hr,
1.137 cm/hr,
(2): 2.983 cm",D,MCQ_1_3,"['(1): 0.186 cm/hr,\n0.184 cm/hr,\n(2): 0.018 cm', '(1): 0.12 cm/hr,\n0.12 cm/hr,\n(2): 0.031 cm', '(1): 2.317 cm/hr,\n2.122 cm/hr,\n(2): 1.773 cm', '(1): 1.159 cm/hr,\n1.137 cm/hr,\n(2): 2.983 cm']","The initial rate of infiltration of a watershed is estimated as 1.2 cm/hr, the final capacity is 1.1 cm/hr, and the time constant, k is 0.18 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=2.9 hr and t=5.5 hr;

(2) The total volume of infiltration between t=2.9 hr and t=5.5 hr.
        ",Hydrology
23.51 in,D,MCQ_2_3,"['41.96 in', '0.6 in', '51.04 in', '23.51 in']","A watershed consists of 4% open space/lawn in good condition, with 59% classified as soil group C and 41% as soil group A. The remaining 96% of the watershed is forest land with fair cover, also in soil group C. The curve numbers (CN) for these soil conditions are provided in the table below. Apply the SCS Method to calculate the excess precipitation given a total rainfall of 27.6 inches in this watershed. Clearly outline all assumptions. Assume normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |",Hydrology
"0-10min: 0 in,
10-20min: 0 in,
20-30min: 0 in,
30-40min: 0.0068 in,
40-50min: 0.1242 in,
50-60min: 0.1269 in,
60-70min: 0.1764 in,
70-80min: 0.354 in",A,MCQ_3_3,"['0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0.0068 in,\n40-50min: 0.1242 in,\n50-60min: 0.1269 in,\n60-70min: 0.1764 in,\n70-80min: 0.354 in', '0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0 in,\n40-50min: 0.0424 in,\n50-60min: 0.2121 in,\n60-70min: 0.245 in,\n70-80min: 0.4089 in', '0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0.0204 in,\n40-50min: 0.3725 in,\n50-60min: 0.3806 in,\n60-70min: 0.5291 in,\n70-80min: 1.062 in', '0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0 in,\n40-50min: 0 in,\n50-60min: 0 in,\n60-70min: 0 in,\n70-80min: 0 in']","The watershed has a CN value of 38.0. The table below provides the rainfall intensity during the storm event. Determine the excess precipitation for each 10-minute interval.

| Time | Rainfall Intensity (in/hr) |
| :--- | :--- |
| 0-10min | 3.1 |
| 10-20min | 7.9 |
| 20-30min | 4.6 |
| 30-40min | 6.0 |
| 40-50min | 6.9 |
| 50-60min | 0.1 |
| 60-70min | 1.7 |
| 70-80min | 4.8 |",Hydrology
0.06 W/m^2,D,MCQ_4_3,"['1656.46 W/m^2', '2.0802060904286507e+35 W/m^2', '0.0 W/m^2', '0.06 W/m^2']","
Calculate the solar constant at the orbit of Saturn based on what you have learned from the Sun - Earth Geometry, given the following values:

| Temperature of the Sun (T_s) | T_s = 1160 K |
| :--- | :---: |
| Radius of the Sun (R_s) | R_s = 1082000 km |
| Distance of Sun's surface to Saturn (D_v) | D_v = 1433000000.0 km |
| The Stefan-Boltzmann constant (σ) | σ = 5.67e-8 W/m^2/K^4 |

Clearly state the laws or assumptions for the key steps, otherwise marks will be deducted. (Celsius $=$ Kelvin -273 )
        ",Hydrology
"discharge: 23.765 m^3/s,
velocity_inlet: 6.252 m/s,
Reynolds_inlet: 56229.09 ,
Reynolds_outlet: 30171.71 ,
flow_type_inlet: turbulent ,
flow_type_outlet: turbulent ",B,MCQ_6_3,"['discharge: 0.001 m^3/s,\nvelocity_inlet: 0.0 m/s,\nReynolds_inlet: 0.0 ,\nReynolds_outlet: 0.0 ,\nflow_type_inlet: laminar ,\nflow_type_outlet: laminar ', 'discharge: 23.765 m^3/s,\nvelocity_inlet: 6.252 m/s,\nReynolds_inlet: 56229.09 ,\nReynolds_outlet: 30171.71 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ', 'discharge: 13.784 m^3/s,\nvelocity_inlet: 8.954 m/s,\nReynolds_inlet: 16102.39 ,\nReynolds_outlet: 15028.9 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ', 'discharge: 23.765 m^3/s,\nvelocity_inlet: 2.779 m/s,\nReynolds_inlet: 37486.06 ,\nReynolds_outlet: 30171.71 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ']","
In a circular conduit with varying diameters, diameter D1=2.2 m, transitions to D2=4.1 m. 
The velocity at the outlet profile was measured: V2=1.8 m/s. 
Calculate the discharge and the mean velocity at the inlet profile V1. 
Also, determine the type of flow in both conduit profiles (whether the flow is laminar or turbulent). 
The kinematic viscosity of water is v=0.0002446 m²/s.
        ",Hydrology
96.15 m,B,MCQ_8_3,"['24.04 m', '96.15 m', '153.77 m', '268.06 m']","A train is running smoothly along a curved track at the rate of 32.0 m/s. 
A passenger standing on a set of scales observes that his weight is 47.6% 
greater than when the train is at rest. The track is banked so that the force acting on the passenger 
is normal to the floor of the train. What is the radius of curvature of the track?
",Atmospheric Dynamics
246.44 m/s,C,MCQ_9_3,"['0.05 m/s', '231.78 m/s', '246.44 m/s', '739.33 m/s']","On a frictionless horizontal surface at 68.0° latitude, two balls, each with a diameter of 0.7 meters, are positioned 540.0 meters apart. If both balls are suddenly set in motion towards each other with the same velocity, what should their speed be to ensure they narrowly avoid a collision?",Atmospheric Dynamics
"Lateral Force (N): -3000.0 N,
Upward Reaction Force (Eastward) (N): 4602000.0 N,
Upward Reaction Force (Westward) (N): 4610000.0 N,
Difference in Upward Reaction Force (N): 7000.0 N",D,MCQ_10_3,"['Lateral Force (N): -9000.0 N,\nUpward Reaction Force (Eastward) (N): 13807000.0 N,\nUpward Reaction Force (Westward) (N): 13829000.0 N,\nDifference in Upward Reaction Force (N): 22000.0 N', 'Lateral Force (N): -1000.0 N,\nUpward Reaction Force (Eastward) (N): 4603000.0 N,\nUpward Reaction Force (Westward) (N): 4609000.0 N,\nDifference in Upward Reaction Force (N): 6000.0 N', 'Lateral Force (N): -3000.0 N,\nUpward Reaction Force (Eastward) (N): -3000.0 N,\nUpward Reaction Force (Westward) (N): 4000.0 N,\nDifference in Upward Reaction Force (N): 7000.0 N', 'Lateral Force (N): -3000.0 N,\nUpward Reaction Force (Eastward) (N): 4602000.0 N,\nUpward Reaction Force (Westward) (N): 4610000.0 N,\nDifference in Upward Reaction Force (N): 7000.0 N']","A train engine with a 470000.0 kg mass moves at a speed of 71 m/s on a straight, level track at a latitude of 40.3 degrees N. Determine the lateral force acting on the rails. Contrast the magnitudes of the upward reaction forces exerted by the rails when the locomotive is moving eastward versus westward.",Atmospheric Dynamics
"initial_angular_velocity: 1.0 s,
final_angular_velocity: 0.245 s^-1,
work_done: 290.77 J",A,MCQ_11_3,"['initial_angular_velocity: 1.0 s,\nfinal_angular_velocity: 0.245 s^-1,\nwork_done: 290.77 J', 'initial_angular_velocity: 0.2 s,\nfinal_angular_velocity: 1.441 s^-1,\nwork_done: 282.8 J', 'initial_angular_velocity: 1.0 s,\nfinal_angular_velocity: 0.245 s^-1,\nwork_done: 944.92 J', 'initial_angular_velocity: 2.5 s,\nfinal_angular_velocity: 0.018 s^-1,\nwork_done: 247.63 J']","A block with a mass of 12.5 kg is hung from one end of a weightless string. The other end passes through a small hole in a horizontal platform where a ball with a mass of 36.1 kg is attached. Determine the angular velocity required for the ball to rotate on the platform to counterbalance the block's weight, given that the ball's horizontal distance from the hole is 3.1 m. As the ball rotates, the block is lowered by 3.56 m. What will be the ball's new angular velocity? How much work is performed in lowering the block?",Atmospheric Dynamics
7.47 km,A,MCQ_12_3,"['7.47 km', '31.92 km', '4.22 km', '11.2 km']",Demonstrate that an atmosphere with uniform density (density does not vary with height) possesses a finite height that is solely determined by the temperature at the lower boundary. Calculate the height of such a homogeneous atmosphere given a surface temperature of 255 K and a surface pressure of 1090 hPa. (Utilize the ideal gas law and the principle of hydrostatic balance.),Atmospheric Physics
-4211.5 Pa/h,D,MCQ_13_3,"['693.7 Pa/h', '-421.2 Pa/h', '65888.5 Pa/h', '-4211.5 Pa/h']",A ship is heading north at a speed of 77.8 km/h. The surface pressure rises to the northwest at a rate of 94.5 Pa/km. Determine the pressure tendency observed at a nearby island station if the pressure on the ship decreases at a rate of -987.2 Pa/h.,Atmospheric Dynamics
-1.477 °C/h,A,MCQ_14_3,"['-1.477 °C/h', '4.01 °C/h', '-2.953 °C/h', '3.123 °C/h']","At a location 95000.0 km north of a station, the temperature is 8.1 °C less than at the station. Given that the wind direction is from the southeast at a speed of 17.4 m/s and the air is warming due to radiation at a rate of 2.3 °C/h, what is the change in temperature at the station?",Atmospheric Dynamics
-2.68 m/km,C,MCQ_15_3,"['-5.37 m/km', '-2.95 m/km', '-2.68 m/km', '-0.27 m/km']","An airplane traveling on a heading of 17° (meaning 17° east of north) with an airspeed of 250 m/s is moving relative to the ground directly east (90°) at 275 m/s. Given that the plane maintains constant pressure, what is the rate at which its altitude changes (in meters per kilometer of horizontal travel) under the assumption of a steady pressure field, geostrophic winds, and f=0.00011 s^-1?",Atmospheric Dynamics
363.5 hPa,B,MCQ_16_3,"['190.6 hPa', '363.5 hPa', '1098.8 hPa', '75.0 hPa']","A tornado spins with a constant angular velocity \omega. Demonstrate that the surface pressure at the tornado's center can be expressed as $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ represents the surface pressure at a distance $r_{0}$ from the center, and T denotes the temperature (considered constant). Given that the temperature is 220 K, and the pressure and wind speed at 220 m from the center are 400 hPa and 110 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, determine the central pressure.",Atmospheric Dynamics
"mean_relative_vorticity: -2.5e-05 s^-1,
circulation: -65610000.0 m^2/s",B,MCQ_17_3,"['mean_relative_vorticity: -7.500000000000001e-05 s^-1,\ncirculation: -196830000.0 m^2/s', 'mean_relative_vorticity: -2.5e-05 s^-1,\ncirculation: -65610000.0 m^2/s', 'mean_relative_vorticity: -0.108 s^-1,\ncirculation: -38880000000.0 m^2/s', 'mean_relative_vorticity: -4.6666666666666665e-05 s^-1,\ncirculation: -141288000.0 m^2/s']","Determine the circulation around a square with sides measuring 1620 km for a wind flowing eastward (westward direction) that diminishes in strength moving northward at a rate of 15 m/s per 600 km. Additionally, calculate the average relative vorticity within the square.",Atmospheric Dynamics
-34.7 m/s,A,MCQ_18_3,"['-34.7 m/s', '-40.8 m/s', '0.0 m/s', '-66.8 m/s']","Consider a cylindrical column of air located at 82°N with an initial radius of 320 km, which expands to 2 times its original radius. Assuming the air starts from rest, determine the average tangential velocity at the boundary following the expansion.",Atmospheric Dynamics
-0.000109 s^-1,D,MCQ_19_3,"['8e-06 s^-1', '1e-06 s^-1', '-68.000052 s^-1', '-0.000109 s^-1']","An air parcel originating at -68°N travels north, maintaining absolute vorticity. Given its starting relative vorticity as 7.8e-05 s^-1, what will be its relative vorticity when it arrives at 21°N?",Atmospheric Dynamics
"absolute_vorticity: 1.452e-05 s^-1,
relative_vorticity: -0.0001313 s^-1",D,MCQ_20_3,"['absolute_vorticity: 9.071e-05 s^-1,\nrelative_vorticity: -5.292e-05 s^-1', 'absolute_vorticity: 1.31583211 s^-1,\nrelative_vorticity: 1.31583211 s^-1', 'absolute_vorticity: 6.1e-06 s^-1,\nrelative_vorticity: -0.00013972 s^-1', 'absolute_vorticity: 1.452e-05 s^-1,\nrelative_vorticity: -0.0001313 s^-1']","An air column located at 5°N with an initial relative vorticity of ζ=7e-06 extends from the surface up to a fixed tropopause at a height of 17.1 km. If this air column travels to a position above a mountain barrier that is 4.5 km high at 89°N, what will its absolute vorticity and relative vorticity be as it crosses over the mountaintop, given that the flow adheres to the barotropic potential vorticity equation?",Atmospheric Dynamics
