id,seed,type,generation_method,variables,question,answer,options,options_text,correct_option,options_types_str
q16_17,2615704,Atmospheric Dynamics,Symbolic Extension,"{'r0': 179.760924091, 'T': 341.926158103, 'p0': 737.4006915, 'v': 13.8587189815, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 341.926158103 K, and pressure and wind speed at 179.760924091 m from the center are 737.4006915 hPa and 13.8587189815 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",736.7 hPa,"[""1832.3 hPa"", ""736.7 hPa"", ""698.6 hPa"", ""4.5 hPa""]","A. 1832.3 hPa
B. 736.7 hPa
C. 698.6 hPa
D. 4.5 hPa
",B,correct_answer: B | diffused_answer: D | confused_answer: A | random_answer: C
q16_18,2618940,Atmospheric Dynamics,Symbolic Extension,"{'r0': 577.873187659, 'T': 130.361941765, 'p0': 493.98886662, 'v': 127.1496681065, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 130.361941765 K, and pressure and wind speed at 577.873187659 m from the center are 493.98886662 hPa and 127.1496681065 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",398.0 hPa,"[""422.5 hPa"", ""398.0 hPa"", ""199.0 hPa"", ""469.3 hPa""]","A. 422.5 hPa
B. 398.0 hPa
C. 199.0 hPa
D. 469.3 hPa
",B,correct_answer: B | diffused_answer: D | confused_answer: C | random_answer: A
q16_19,2622178,Atmospheric Dynamics,Symbolic Extension,"{'r0': 602.832404591, 'T': 328.482539605, 'p0': 635.38020814, 'v': 79.7258641665, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 328.482539605 K, and pressure and wind speed at 602.832404591 m from the center are 635.38020814 hPa and 79.7258641665 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",614.3 hPa,"[""0.2 hPa"", ""146.1 hPa"", ""61.4 hPa"", ""614.3 hPa""]","A. 0.2 hPa
B. 146.1 hPa
C. 61.4 hPa
D. 614.3 hPa
",D,correct_answer: D | diffused_answer: A | confused_answer: C | random_answer: B
q16_20,2625418,Atmospheric Dynamics,Symbolic Extension,"{'r0': 689.322926372, 'T': 351.055101917, 'p0': 245.72919656, 'v': 67.801533768, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 351.055101917 K, and pressure and wind speed at 689.322926372 m from the center are 245.72919656 hPa and 67.801533768 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",240.2 hPa,"[""240.2 hPa"", ""439.2 hPa"", ""244.3 hPa"", ""10.4 hPa""]","A. 240.2 hPa
B. 439.2 hPa
C. 244.3 hPa
D. 10.4 hPa
",A,correct_answer: A | diffused_answer: D | confused_answer: C | random_answer: B
q16_21,2628660,Atmospheric Dynamics,Symbolic Extension,"{'r0': 433.703752731, 'T': 140.389394153, 'p0': 261.78046965, 'v': 148.670995642, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 140.389394153 K, and pressure and wind speed at 433.703752731 m from the center are 261.78046965 hPa and 148.670995642 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",199.0 hPa,"[""344.9 hPa"", ""329.7 hPa"", ""199.0 hPa"", ""559.1 hPa""]","A. 344.9 hPa
B. 329.7 hPa
C. 199.0 hPa
D. 559.1 hPa
",C,correct_answer: C | diffused_answer: B | confused_answer: A | random_answer: D
q16_22,2631904,Atmospheric Dynamics,Symbolic Extension,"{'r0': 161.396758697, 'T': 170.474581553, 'p0': 891.77016953, 'v': 67.6600747175, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 170.474581553 K, and pressure and wind speed at 161.396758697 m from the center are 891.77016953 hPa and 67.6600747175 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",851.0 hPa,"[""435.6 hPa"", ""1026.7 hPa"", ""851.0 hPa"", ""76.4 hPa""]","A. 435.6 hPa
B. 1026.7 hPa
C. 851.0 hPa
D. 76.4 hPa
",C,correct_answer: C | diffused_answer: D | confused_answer: A | random_answer: B
q16_23,2635150,Atmospheric Dynamics,Symbolic Extension,"{'r0': 772.956240501, 'T': 387.872176481, 'p0': 1061.90836934, 'v': 27.2346689185, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 387.872176481 K, and pressure and wind speed at 772.956240501 m from the center are 1061.90836934 hPa and 27.2346689185 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",1058.4 hPa,"[""286.0 hPa"", ""72.5 hPa"", ""1060.7 hPa"", ""1058.4 hPa""]","A. 286.0 hPa
B. 72.5 hPa
C. 1060.7 hPa
D. 1058.4 hPa
",D,correct_answer: D | diffused_answer: B | confused_answer: C | random_answer: A
q16_24,2638398,Atmospheric Dynamics,Symbolic Extension,"{'r0': 936.69171444, 'T': 240.92667076, 'p0': 641.69847052, 'v': 104.844681564, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 240.92667076 K, and pressure and wind speed at 936.69171444 m from the center are 641.69847052 hPa and 104.844681564 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",592.7 hPa,"[""592.7 hPa"", ""367.5 hPa"", ""0.3 hPa"", ""804.9 hPa""]","A. 592.7 hPa
B. 367.5 hPa
C. 0.3 hPa
D. 804.9 hPa
",A,correct_answer: A | diffused_answer: C | confused_answer: D | random_answer: B
q16_25,2641648,Atmospheric Dynamics,Symbolic Extension,"{'r0': 838.17517335, 'T': 166.597241841, 'p0': 723.64197512, 'v': 71.087700701, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 166.597241841 K, and pressure and wind speed at 838.17517335 m from the center are 723.64197512 hPa and 71.087700701 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",686.4 hPa,"[""753.9 hPa"", ""0.5 hPa"", ""2059.2 hPa"", ""686.4 hPa""]","A. 753.9 hPa
B. 0.5 hPa
C. 2059.2 hPa
D. 686.4 hPa
",D,correct_answer: D | diffused_answer: B | X3 (confused_unsuccessful): C | random_answer: A
q16_26,2644900,Atmospheric Dynamics,Symbolic Extension,"{'r0': 78.10551222, 'T': 152.93166587, 'p0': 618.18469015, 'v': 61.623952958, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 152.93166587 K, and pressure and wind speed at 78.10551222 m from the center are 618.18469015 hPa and 61.623952958 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",592.0 hPa,"[""61.6 hPa"", ""710.7 hPa"", ""128.7 hPa"", ""592.0 hPa""]","A. 61.6 hPa
B. 710.7 hPa
C. 128.7 hPa
D. 592.0 hPa
",D,correct_answer: D | diffused_answer: C | confused_answer: A | random_answer: B
q16_27,2648154,Atmospheric Dynamics,Symbolic Extension,"{'r0': 537.816766653, 'T': 222.747196219, 'p0': 603.85482985, 'v': 55.994428599, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 222.747196219 K, and pressure and wind speed at 537.816766653 m from the center are 603.85482985 hPa and 55.994428599 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",589.2 hPa,"[""597.8 hPa"", ""589.2 hPa"", ""1767.7 hPa"", ""393.5 hPa""]","A. 597.8 hPa
B. 589.2 hPa
C. 1767.7 hPa
D. 393.5 hPa
",B,correct_answer: B | diffused_answer: A | X3 (confused_unsuccessful): C | random_answer: D
q16_28,2651410,Atmospheric Dynamics,Symbolic Extension,"{'r0': 877.487221299, 'T': 182.193537896, 'p0': 296.85959026, 'v': 108.9053577205, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 182.193537896 K, and pressure and wind speed at 877.487221299 m from the center are 296.85959026 hPa and 108.9053577205 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",265.0 hPa,"[""599.5 hPa"", ""140.2 hPa"", ""265.0 hPa"", ""722.2 hPa""]","A. 599.5 hPa
B. 140.2 hPa
C. 265.0 hPa
D. 722.2 hPa
",C,correct_answer: C | diffused_answer: D | confused_answer: B | random_answer: A
q16_29,2654668,Atmospheric Dynamics,Symbolic Extension,"{'r0': 434.559207775, 'T': 118.782729516, 'p0': 687.3777918, 'v': 53.420337077, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 118.782729516 K, and pressure and wind speed at 434.559207775 m from the center are 687.3777918 hPa and 53.420337077 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",659.2 hPa,"[""679.6 hPa"", ""659.2 hPa"", ""1318.4 hPa"", ""231.2 hPa""]","A. 679.6 hPa
B. 659.2 hPa
C. 1318.4 hPa
D. 231.2 hPa
",B,correct_answer: B | diffused_answer: A | confused_answer: C | random_answer: D
q16_30,2657928,Atmospheric Dynamics,Symbolic Extension,"{'r0': 217.049364906, 'T': 259.134542495, 'p0': 865.97605096, 'v': 44.039862537, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 259.134542495 K, and pressure and wind speed at 217.049364906 m from the center are 865.97605096 hPa and 44.039862537 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",854.8 hPa,"[""247.5 hPa"", ""430.2 hPa"", ""854.8 hPa"", ""189.6 hPa""]","A. 247.5 hPa
B. 430.2 hPa
C. 854.8 hPa
D. 189.6 hPa
",C,correct_answer: C | diffused_answer: D | confused_answer: B | random_answer: A
q16_31,2661190,Atmospheric Dynamics,Symbolic Extension,"{'r0': 231.583878614, 'T': 266.096323167, 'p0': 906.99235037, 'v': 175.601068166, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 266.096323167 K, and pressure and wind speed at 231.583878614 m from the center are 906.99235037 hPa and 175.601068166 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",741.2 hPa,"[""741.2 hPa"", ""732.0 hPa"", ""256.8 hPa"", ""449.3 hPa""]","A. 741.2 hPa
B. 732.0 hPa
C. 256.8 hPa
D. 449.3 hPa
",A,correct_answer: A | diffused_answer: D | confused_answer: C | random_answer: B
q16_32,2664454,Atmospheric Dynamics,Symbolic Extension,"{'r0': 237.751658257, 'T': 360.564441218, 'p0': 512.73355924, 'v': 12.435877416, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 360.564441218 K, and pressure and wind speed at 237.751658257 m from the center are 512.73355924 hPa and 12.435877416 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",512.4 hPa,"[""51.3 hPa"", ""9.5 hPa"", ""216.1 hPa"", ""512.4 hPa""]","A. 51.3 hPa
B. 9.5 hPa
C. 216.1 hPa
D. 512.4 hPa
",D,correct_answer: D | diffused_answer: B | confused_answer: A | random_answer: C
q16_33,2667720,Atmospheric Dynamics,Symbolic Extension,"{'r0': 939.993045291, 'T': 263.843855676, 'p0': 999.01811249, 'v': 160.1348484975, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 263.843855676 K, and pressure and wind speed at 939.993045291 m from the center are 999.01811249 hPa and 160.1348484975 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",843.4 hPa,"[""654.2 hPa"", ""843.4 hPa"", ""512.9 hPa"", ""140.8 hPa""]","A. 654.2 hPa
B. 843.4 hPa
C. 512.9 hPa
D. 140.8 hPa
",B,correct_answer: B | diffused_answer: D | confused_answer: A | random_answer: C
q16_34,2670988,Atmospheric Dynamics,Symbolic Extension,"{'r0': 779.249086165, 'T': 162.55596334, 'p0': 600.73701695, 'v': 120.7950408735, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 162.55596334 K, and pressure and wind speed at 779.249086165 m from the center are 600.73701695 hPa and 120.7950408735 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",513.8 hPa,"[""0.1 hPa"", ""293.7 hPa"", ""599.8 hPa"", ""513.8 hPa""]","A. 0.1 hPa
B. 293.7 hPa
C. 599.8 hPa
D. 513.8 hPa
",D,correct_answer: D | diffused_answer: A | confused_answer: C | random_answer: B
q16_35,2674258,Atmospheric Dynamics,Symbolic Extension,"{'r0': 118.807944191, 'T': 238.360118724, 'p0': 379.61941242, 'v': 164.917518243, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 238.360118724 K, and pressure and wind speed at 118.807944191 m from the center are 379.61941242 hPa and 164.917518243 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",311.2 hPa,"[""367.4 hPa"", ""41.4 hPa"", ""311.2 hPa"", ""422.6 hPa""]","A. 367.4 hPa
B. 41.4 hPa
C. 311.2 hPa
D. 422.6 hPa
",C,correct_answer: C | diffused_answer: B | confused_answer: D | random_answer: A
q16_36,2677530,Atmospheric Dynamics,Symbolic Extension,"{'r0': 537.965610917, 'T': 354.183526086, 'p0': 350.96512766, 'v': 87.759494312, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 354.183526086 K, and pressure and wind speed at 537.965610917 m from the center are 350.96512766 hPa and 87.759494312 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",337.9 hPa,"[""675.8 hPa"", ""518.0 hPa"", ""337.9 hPa"", ""980.1 hPa""]","A. 675.8 hPa
B. 518.0 hPa
C. 337.9 hPa
D. 980.1 hPa
",C,correct_answer: C | diffused_answer: B | confused_answer: A | random_answer: D
q16_37,2680804,Atmospheric Dynamics,Symbolic Extension,"{'r0': 457.793549601, 'T': 216.097424183, 'p0': 1069.06122662, 'v': 154.814690779, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 216.097424183 K, and pressure and wind speed at 457.793549601 m from the center are 1069.06122662 hPa and 154.814690779 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",881.2 hPa,"[""318.0 hPa"", ""881.2 hPa"", ""2.8 hPa"", ""1200.1 hPa""]","A. 318.0 hPa
B. 881.2 hPa
C. 2.8 hPa
D. 1200.1 hPa
",B,correct_answer: B | diffused_answer: C | confused_answer: D | random_answer: A
q16_38,2684080,Atmospheric Dynamics,Symbolic Extension,"{'r0': 640.63762591, 'T': 297.45153811, 'p0': 981.04611529, 'v': 184.11167862, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 297.45153811 K, and pressure and wind speed at 640.63762591 m from the center are 981.04611529 hPa and 184.11167862 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",804.4 hPa,"[""13.4 hPa"", ""804.4 hPa"", ""778.1 hPa"", ""2413.2 hPa""]","A. 13.4 hPa
B. 804.4 hPa
C. 778.1 hPa
D. 2413.2 hPa
",B,correct_answer: B | diffused_answer: A | X3 (confused_unsuccessful): D | random_answer: C
q16_39,2687358,Atmospheric Dynamics,Symbolic Extension,"{'r0': 619.296816827, 'T': 237.691435592, 'p0': 778.58465222, 'v': 35.3619532115, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 237.691435592 K, and pressure and wind speed at 619.296816827 m from the center are 778.58465222 hPa and 35.3619532115 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",771.5 hPa,"[""6.4 hPa"", ""771.5 hPa"", ""499.6 hPa"", ""1902.4 hPa""]","A. 6.4 hPa
B. 771.5 hPa
C. 499.6 hPa
D. 1902.4 hPa
",B,correct_answer: B | diffused_answer: A | confused_answer: D | random_answer: C
q16_40,2690638,Atmospheric Dynamics,Symbolic Extension,"{'r0': 879.26333723, 'T': 386.060317456, 'p0': 915.29084145, 'v': 119.7667992905, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 386.060317456 K, and pressure and wind speed at 879.26333723 m from the center are 915.29084145 hPa and 119.7667992905 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",857.9 hPa,"[""889.6 hPa"", ""857.9 hPa"", ""2573.8 hPa"", ""552.6 hPa""]","A. 889.6 hPa
B. 857.9 hPa
C. 2573.8 hPa
D. 552.6 hPa
",B,correct_answer: B | diffused_answer: A | X3 (confused_unsuccessful): C | random_answer: D
q16_41,2693920,Atmospheric Dynamics,Symbolic Extension,"{'r0': 459.625843643, 'T': 205.972122132, 'p0': 904.69795356, 'v': 129.5485935145, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 205.972122132 K, and pressure and wind speed at 459.625843643 m from the center are 904.69795356 hPa and 129.5485935145 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",785.0 hPa,"[""848.9 hPa"", ""785.0 hPa"", ""756.4 hPa"", ""138.9 hPa""]","A. 848.9 hPa
B. 785.0 hPa
C. 756.4 hPa
D. 138.9 hPa
",B,correct_answer: B | diffused_answer: A | confused_answer: C | random_answer: D
q16_42,2697204,Atmospheric Dynamics,Symbolic Extension,"{'r0': 300.595152629, 'T': 178.532175059, 'p0': 212.53321672, 'v': 134.153343506, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 178.532175059 K, and pressure and wind speed at 300.595152629 m from the center are 212.53321672 hPa and 134.153343506 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",178.3 hPa,"[""178.3 hPa"", ""86.3 hPa"", ""277.9 hPa"", ""131.3 hPa""]","A. 178.3 hPa
B. 86.3 hPa
C. 277.9 hPa
D. 131.3 hPa
",A,correct_answer: A | diffused_answer: B | confused_answer: D | random_answer: C
q16_43,2700490,Atmospheric Dynamics,Symbolic Extension,"{'r0': 954.675647909, 'T': 388.220583647, 'p0': 857.74293892, 'v': 75.797472702, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 388.220583647 K, and pressure and wind speed at 954.675647909 m from the center are 857.74293892 hPa and 75.797472702 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",835.9 hPa,"[""0.0 hPa"", ""158.2 hPa"", ""662.8 hPa"", ""835.9 hPa""]","A. 0.0 hPa
B. 158.2 hPa
C. 662.8 hPa
D. 835.9 hPa
",D,correct_answer: D | diffused_answer: A | confused_answer: C | random_answer: B
q16_44,2703778,Atmospheric Dynamics,Symbolic Extension,"{'r0': 252.175250303, 'T': 180.443785491, 'p0': 230.79835931, 'v': 172.3168022335, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 180.443785491 K, and pressure and wind speed at 252.175250303 m from the center are 230.79835931 hPa and 172.3168022335 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",173.3 hPa,"[""201.5 hPa"", ""260.2 hPa"", ""173.3 hPa"", ""496.3 hPa""]","A. 201.5 hPa
B. 260.2 hPa
C. 173.3 hPa
D. 496.3 hPa
",C,correct_answer: C | diffused_answer: A | confused_answer: B | random_answer: D
q16_45,2707068,Atmospheric Dynamics,Symbolic Extension,"{'r0': 548.712428209, 'T': 374.695428895, 'p0': 789.2560234, 'v': 142.758001358, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 374.695428895 K, and pressure and wind speed at 548.712428209 m from the center are 789.2560234 hPa and 142.758001358 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",717.9 hPa,"[""717.9 hPa"", ""1306.0 hPa"", ""358.2 hPa"", ""180.3 hPa""]","A. 717.9 hPa
B. 1306.0 hPa
C. 358.2 hPa
D. 180.3 hPa
",A,correct_answer: A | diffused_answer: C | confused_answer: B | random_answer: D
q16_46,2710360,Atmospheric Dynamics,Symbolic Extension,"{'r0': 337.075425632, 'T': 247.386460124, 'p0': 278.21104514, 'v': 126.432027631, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 247.386460124 K, and pressure and wind speed at 337.075425632 m from the center are 278.21104514 hPa and 126.432027631 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",248.6 hPa,"[""248.6 hPa"", ""131.5 hPa"", ""108.8 hPa"", ""86.2 hPa""]","A. 248.6 hPa
B. 131.5 hPa
C. 108.8 hPa
D. 86.2 hPa
",A,correct_answer: A | diffused_answer: D | confused_answer: B | random_answer: C
q16_47,2713654,Atmospheric Dynamics,Symbolic Extension,"{'r0': 702.632376484, 'T': 399.924734978, 'p0': 720.24225312, 'v': 116.459022407, 'R': 287}","
A tornado rotates with constant angular velocity \omega. Show that the surface pressure at the center of the tornado is given by $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ is the surface pressure at a distance $r_{0}$ from the center and T is the temperature (assumed constant). If the temperature is 399.924734978 K, and pressure and wind speed at 702.632376484 m from the center are 720.24225312 hPa and 116.459022407 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, what is the central pressure?
        ",678.9 hPa,"[""678.9 hPa"", ""12.2 hPa"", ""222.6 hPa"", ""630.6 hPa""]","A. 678.9 hPa
B. 12.2 hPa
C. 222.6 hPa
D. 630.6 hPa
",A,correct_answer: A | diffused_answer: B | confused_answer: D | random_answer: C
