answer,correct_option,id,options,problem,type
0.369 kg/m^3,D,MCQ_47_14,"['0.807 kg/m^3', '0.059 kg/m^3', '0.327 kg/m^3', '0.369 kg/m^3']",A parcel of air with a temperature of 25.9°C at the 520 hPa level is raised dry adiabatically. Determine its density upon reaching the 260.0 hPa level.,Atmospheric Dynamics
"987.8 J/kg,
44.45 m/s",A,MCQ_48_14,"['987.8 J/kg,\n44.45 m/s', '468.9 J/kg,\n30.62 m/s', '102305.0 J/kg,\n452.34 m/s', '30260.8 J/kg,\n246.01 m/s']","Consider an air parcel beginning from rest at the 895 hPa level and ascending vertically to 378 hPa, maintaining a constant temperature excess of 4.2°C above the environment. Given that the average temperature of the 895-378 hPa layer is 273 K, calculate the energy released due to the buoyancy force's work. If all the released energy converts to the parcel's kinetic energy, what will be its vertical velocity at 378 hPa?",Atmospheric Dynamics
280.0 s,D,MCQ_49_14,"['560.0 s', '288.0 s', '89.0 s', '280.0 s']","French researchers have designed a high-altitude balloon that maintains a nearly constant potential temperature while orbiting Earth. Suppose this balloon is situated in the lower equatorial stratosphere where the temperature is stable at 190 K. If the balloon is vertically displaced from its equilibrium position by a small distance $\delta_z$, it would oscillate around the equilibrium point. What is the period of this oscillation?",Atmospheric Dynamics
-0.000899 m/s^2,D,MCQ_50_14,"['-0.001192 m/s^2', '-0.001806 m/s^2', '-9e-05 m/s^2', '-0.000899 m/s^2']","The true wind blows at 73.0° to the right of the geostrophic wind. Given that the geostrophic wind speed is 9.4 m/s, determine the rate at which the wind speed changes. Assume f=0.0001 s^-1.",Atmospheric Dynamics
"North: 168.0 km,
South: -308.0 km,
East: 740.0 km,
West: 740.0 km",C,MCQ_51_14,"['North: 17.0 km,\nSouth: 17.0 km,\nEast: 17.0 km,\nWest: 17.0 km', 'North: 314.0 km,\nSouth: -2056.0 km,\nEast: 740.0 km,\nWest: 740.0 km', 'North: 168.0 km,\nSouth: -308.0 km,\nEast: 740.0 km,\nWest: 740.0 km', 'North: 169.0 km,\nSouth: -974.0 km,\nEast: 410.0 km,\nWest: 410.0 km']","Calculate the radii of curvature for the paths of air parcels situated 740.0 km in the east, north, south, and west directions from the center of a circular low-pressure system. The system is progressing eastward at 17.0 m/s. Assume geostrophic flow with a constant tangential wind speed of 5.0 m/s.",Atmospheric Dynamics
"R_t_initial: North: 304.0 km,
South: -1215.0 km,
East: 810.0 km,
West: 810.0 km,
V_grad: North: 12.69 m/s,
South: 99.53 m/s,
East: 15.16 m/s,
West: 15.16 m/s,
Fractional_Error: North: 5.39 %,
South: 84.09 %,
East: 0.0 %,
West: 0.0 %",B,MCQ_52_14,"['R_t_initial: North: 911.0 km,\nSouth: -3645.0 km,\nEast: 2430.0 km,\nWest: 2430.0 km,\nV_grad: North: 38.08 m/s,\nSouth: 298.58 m/s,\nEast: 45.49 m/s,\nWest: 45.49 m/s,\nFractional_Error: North: 16.17 %,\nSouth: 252.26 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 304.0 km,\nSouth: -1215.0 km,\nEast: 810.0 km,\nWest: 810.0 km,\nV_grad: North: 12.69 m/s,\nSouth: 99.53 m/s,\nEast: 15.16 m/s,\nWest: 15.16 m/s,\nFractional_Error: North: 5.39 %,\nSouth: 84.09 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 607.0 km,\nSouth: -2430.0 km,\nEast: 1620.0 km,\nWest: 1620.0 km,\nV_grad: North: 25.39 m/s,\nSouth: 199.05 m/s,\nEast: 30.32 m/s,\nWest: 30.32 m/s,\nFractional_Error: North: 10.78 %,\nSouth: 168.18 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 368.0 km,\nSouth: 884.0 km,\nEast: 520.0 km,\nWest: 520.0 km,\nV_grad: North: 12.65 m/s,\nSouth: 14.59 m/s,\nEast: 13.5 m/s,\nWest: 13.5 m/s,\nFractional_Error: North: 1.97 %,\nSouth: 1.47 %,\nEast: 0.0 %,\nWest: 0.0 %']","Calculate the radii of curvature for the paths of air parcels situated 810.0 km to the east, north, south, and west of the center of a circular low-pressure system, respectively. The system is traveling eastward at 30.0 m/s. Assume geostrophic flow with a constant tangential wind speed of 18.0 m/s. Next, compute the normal gradient wind speeds for the four air parcels using the calculated radii of curvature. Compare these speeds with the geostrophic speed. (Let f=0.0001 s^-1). Utilize the gradient wind speeds determined here to recalculate the radii of curvature for the four air parcels. Use these updated estimates of the radii of curvature to recalculate the gradient wind speeds for the four air parcels. What is the fractional error in the radii of curvature when using the geostrophic wind approximation in this scenario? (Note that additional iterations could be performed, but they would quickly converge.)",Atmospheric Dynamics
2.7 K,B,MCQ_55_14,"['2.32 K', '2.7 K', '2.52 K', '5.4 K']","The planet Callisto rotates so slowly around its axis that we can reasonably assume the Coriolis parameter is zero. In the case of steady, frictionless motion along latitude circles, the momentum equation (2.20) simplifies to a cyclostrophic balance form: 
u^2 * tan(φ) / a = -(1 / ρ) * (∂p / ∂y).

By converting this expression into isobaric coordinates, demonstrate how the thermal wind equation can be represented as:
ω_r^2(p1) - ω_r^2(p0) = -(R * ln(p0 / p1)) / (a * sin(φ) * cos(φ)) * (∂⟨T⟩ / ∂y),
where R is the gas constant, a is the planet's radius, and ω_r ≡ u / (a * cos(φ)) is the relative angular velocity.

How should the vertically averaged temperature ⟨T⟩ change with latitude to ensure that ω_r is solely a function of pressure?

Given that the zonal velocity at approximately 60 km altitude above the equator (p1 = 0.05 Pa) is 100.0 m/s and the zonal velocity is zero at the planet's surface (p0 = 1000.0 Pa), what is the difference in the vertically averaged temperature between the equator and the pole, assuming ω_r depends only on pressure? The radius of the planet is a = 2410000.0 m, and the gas constant is R = 187.0 J/(kg*K).",Atmospheric Dynamics
-5529.0 km,C,MCQ_56_14,"['-9.0 km', '-867.0 km', '-5529.0 km', '-139.0 km']","Consider a scenario where, during the passage of a cyclonic storm, the isobars have a radius of curvature of 514.0 km at a location where the wind is veering at a rate of -17.5° per hour. Determine the radius of curvature of the path of an air parcel moving over this station. (The wind speed is 39.9 m/s.)",Atmospheric Dynamics
"778: 0.63 cm/s,
655: 1.56 cm/s,
558: 2.77 cm/s,
492: 4.0 cm/s,
316: 11.22 cm/s",A,MCQ_59_14,"['778: 0.63 cm/s,\n655: 1.56 cm/s,\n558: 2.77 cm/s,\n492: 4.0 cm/s,\n316: 11.22 cm/s', '900: -2.42 cm/s,\n763: -4.55 cm/s,\n607: -7.98 cm/s,\n548: -9.71 cm/s,\n399: -15.56 cm/s', '2334: -11.48 cm/s,\n1965: -6.36 cm/s,\n1674: 0.94 cm/s,\n1476: 8.86 cm/s,\n948: 58.7 cm/s', '-1.0: 4.63 cm/s,\n-0.3: 34.1 cm/s,\n-0.7: 8.63 cm/s,\n492: -6.6 cm/s,\n558: -6.03 cm/s']","The table below illustrates the horizontal wind divergence at different pressure levels above a specific station.

| Pressure ${\mathbf{hPa}}$ | ${\boldsymbol{\nabla} \cdot \mathbf{V} \mathbf{( \times \mathbf { 10 } ^ { - \mathbf { 5 } } \mathbf {s} ^ { \mathbf { - 1 } } )}}$ |
| :---: | :---: |
| 950 | -0.3 |
| 778 | -0.5 |
| 655 | -0.7 |
| 558 | -0.8 |
| 492 | -1.0 |
| 316 | -1.5 |

Determine the vertical velocity at each pressure level, assuming the atmosphere is isothermal with a temperature of 245 K, and that $w=0$ at 950 hPa.",Atmospheric Dynamics
25.13 cm/s,A,MCQ_60_14,"['25.13 cm/s', '-1.43 cm/s', '-138.75 cm/s', '16.92 cm/s']","Assume the lapse rate at the 850 hPa level is 4 K km^-1. Given that the temperature at a specific location is dropping at a rate of -4.4 K h^-1, with a westerly wind blowing at 13.2 m s^-1, and the temperature declines towards the west at 4.5 K per 100 km, determine the vertical velocity at the 850 hPa level using the adiabatic method.",Atmospheric Dynamics
36.081 s^-1,B,MCQ_61_14,"['225.506 s^-1', '36.081 s^-1', '0.69 s^-1', '0.001 s^-1']","What is the change in relative vorticity for a fluid column in a rotating cylinder when it is relocated from the tank's center to 43.8 cm away from the center? The cylinder rotates at 71 revolutions per minute, with the fluid depth at the center being 22.3 cm, and the fluid starts in solid-body rotation.",Physical Oceanography
"(a): -418.3 km,
(b): 6.830718178199129e+18 km",C,MCQ_63_14,"['(a): -1254.8 km,\n(b): 2.0492154534597386e+19 km', '(a): -705.6 km,\n(b): 1272.9 km', '(a): -418.3 km,\n(b): 6.830718178199129e+18 km', '(a): -386.7 km,\n(b): 336.2 km']","(a) What latitudinal displacement is required for a zonal ring of air, initially stationary relative to Earth's surface at 90.0° latitude and an altitude of 284.0 km, to develop an easterly (east to west) velocity of 61.0 m/s with respect to Earth's surface? 
(b) To achieve the same velocity, how high must it be moved vertically? 
Consider the atmosphere to be frictionless.",Atmospheric Dynamics
"a: 4050.0 cm^2/s,
b: 6.92 s^-1,
c: 0.1109 s^-1,
d: -0.7101 cm/s",C,MCQ_64_14,"['a: 1799.0 cm^2/s,\nb: 8.79 s^-1,\nc: 0.4383 s^-1,\nd: -7.4953 cm/s', 'a: -2538.0 cm^2/s,\nb: 6.12 s^-1,\nc: -0.0286 s^-1,\nd: 0.1833 cm/s', 'a: 4050.0 cm^2/s,\nb: 6.92 s^-1,\nc: 0.1109 s^-1,\nd: -0.7101 cm/s', 'a: 6795.0 cm^2/s,\nb: 6.46 s^-1,\nc: 0.0308 s^-1,\nd: -0.1969 cm/s']","Within a cylindrical annulus with permeable walls, having an inner radius of 10.3 cm, an outer radius of 17.1 cm, and a 6.4 cm depth, the horizontal motion is constant with respect to height and azimuth. This motion is described by the formulas u=7-0.2r and v=40+2r, where u and v denote the radial and tangential velocity components in cm/s, oriented outward and counterclockwise, respectively, with r being the radial distance from the annulus center in cm. Given that the fluid is incompressible, determine 
(a) the circulation around the annular ring, 
(b) the mean vorticity within the annular ring, 
(c) the mean divergence inside the annular ring, and 
(d) the mean vertical velocity at the top of the annulus, assuming it is zero at the bottom.",Geophysics
8.51 m/s,A,MCQ_65_14,"['8.51 m/s', '9.76 m/s', '6.91 m/s', '1.93 m/s']","Assume that the mass of air in an entraining cumulus updraft grows exponentially with altitude, described by $m=m_{0} e^{z / H}$, where H is 15.3 km and $m_{0}$ signifies the mass at a baseline level. Given that the updraft speed is 12.6 m/s at a height of 7.8 km, determine its speed at 13.8 km, considering the updraft maintains zero net buoyancy.",Atmospheric Physics
"geopotential_difference: 1503.0 m^2/s^2,
balance_distance_km: 347.6 km",B,MCQ_66_14,"['geopotential_difference: 2353.0 m^2/s^2,\nbalance_distance_km: 640.2 km', 'geopotential_difference: 1503.0 m^2/s^2,\nbalance_distance_km: 347.6 km', 'geopotential_difference: 9141.0 m^2/s^2,\nbalance_distance_km: 240.3 km', 'geopotential_difference: 1935.0 m^2/s^2,\nbalance_distance_km: 79.3 km']","In certain hurricanes, the azimuthal velocity component is noted to have a radial dependence expressed as $v_{\lambda}=V_{0}\left(r_{0} / right)^{2}$, applicable for distances $r \geq r_{0}$ from the center. Given $V_{0}=61.2 \mathrm{~m} \mathrm{~s}^{-1}$ and $r_{0}=185.2 \mathrm{~km}$, determine the total geopotential difference between the far field $(r ightarrow \infty)$ and $r=r_{0}$, under the assumption of gradient wind balance and $f_{0}=5e-05 \mathrm{~s}^{-1}$. Additionally, identify the distance from the center where the Coriolis force equals the centrifugal force.",Atmospheric Dynamics
-68066.0 kg/s^2,D,MCQ_67_14,"['-302134.0 kg/s^2', '-6807.0 kg/s^2', '-12551.0 kg/s^2', '-68066.0 kg/s^2']","10.8. Determine the surface torque per unit horizontal area applied to the atmosphere by topography given the following surface pressure and height distribution:

p_{s}=p_{0}+\hat{p} \sin k x, \quad h=\hat{h} \sin (k x-\gamma)

where p_{0}=1100 hPa, \hat{p}=2.3 hPa, \hat{h}=2490 m, \gamma=0.24 rad, and k=1 /(a \cos \phi). Here, \phi=0.96 radians denotes the latitude, and a represents the Earth's radius. Provide the result in \mathrm{kg} \mathrm{s}^{-2}.",Atmospheric Dynamics
9660.5 m,A,MCQ_69_14,"['9660.5 m', '4201.7 m', '10670.8 m', '19321.0 m']","Consider a scenario where the temperature rises linearly with altitude in the region from 20 to 54 km at a rate of 5.9 K/km. Given that the temperature at 20 km is 240 K, determine the scale height H such that the log-pressure height z aligns with the actual height at 54 km. (Assume z matches the actual height at 20 km and let g be constant.)",Atmospheric Physics
"s1: 183.3 m/s,
s2: 25.0 m/s,
s3: 14.2 m/s",B,MCQ_70_14,"['s1: 234.8 m/s,\ns2: 139.2 m/s,\ns3: 102.6 m/s', 's1: 183.3 m/s,\ns2: 25.0 m/s,\ns3: 14.2 m/s', 's1: 521.8 m/s,\ns2: 60.6 m/s,\ns3: 21.9 m/s', 's1: 103.2 m/s,\ns2: 138119.5 m/s,\ns3: 0.4 m/s']","12.2. Determine the Rossby critical velocities corresponding to zonal wave numbers 1, 2, and 3 (i.e., for these wavelengths along a latitude circle). Assume the motion is on a $\beta$-plane centered at 51°, with a scale height of $H=5.4$ km, buoyancy frequency $N=0.082$ s⁻¹, and an infinite meridional scale $(l=0)$.",Atmospheric Dynamics
"Geopotential fluctuation: 1298.8 m^2/s^2,
Vertical velocity fluctuation: 0.04197 m/s",A,MCQ_71_14,"['Geopotential fluctuation: 1298.8 m^2/s^2,\nVertical velocity fluctuation: 0.04197 m/s', 'Geopotential fluctuation: 3896.4 m^2/s^2,\nVertical velocity fluctuation: 0.21809 m/s', 'Geopotential fluctuation: 0.011269 m^2/s^2,\nVertical velocity fluctuation: 0.0 m/s', 'Geopotential fluctuation: 46.8 m^2/s^2,\nVertical velocity fluctuation: 0.00275 m/s']","Determine the fluctuations in geopotential and vertical velocity for a Kelvin wave characterized by a zonal wave number of 5, a phase speed of 68.0 m/s, and a zonal velocity perturbation amplitude of 19.1 m/s. Assume $N^2 = 0.00059 \text{s}^{-2}$.",Atmospheric Dynamics
"(a): Geopotential fluctuation: 1395.9 m^2/s^2,
Vertical velocity fluctuation: 0.02 m/s,
(b): Vertical momentum flux: 0.14103 kg/m/s",D,MCQ_72_14,"['(a): Geopotential fluctuation: 0.01188 m^2/s^2,\nVertical velocity fluctuation: 0.0 m/s,\n(b): Vertical momentum flux: 0.0 kg/m/s', '(a): Geopotential fluctuation: 3489.75 m^2/s^2,\nVertical velocity fluctuation: 0.12503 m/s,\n(b): Vertical momentum flux: 0.88144 kg/m/s', '(a): Geopotential fluctuation: 1128.0 m^2/s^2,\nVertical velocity fluctuation: 0.04105 m/s,\n(b): Vertical momentum flux: 0.38584 kg/m/s', '(a): Geopotential fluctuation: 1395.9 m^2/s^2,\nVertical velocity fluctuation: 0.02 m/s,\n(b): Vertical momentum flux: 0.14103 kg/m/s']","(a) Determine the geopotential and vertical velocity variations for a Kelvin wave characterized by a zonal wave number 1, a phase speed of 99.0 m/s, and a zonal velocity perturbation amplitude of 14.1 m/s. Assume that $N^2 = 0.00012$ s$^{-2}$.

(b) For the scenario described in Part (a), calculate the vertical momentum flux $M \equiv ho_0 \overline{u' w'}$. Demonstrate that $M$ remains constant with height.",Atmospheric Dynamics
-31.56 m/day,D,MCQ_74_14,"['-0.03 m/day', '-11.62 m/day', '-20.71 m/day', '-31.56 m/day']","Calculate the TEM residual vertical velocity in the westerly shear region of the equatorial QBO, given that radiative cooling is modeled as Newtonian cooling with a 12-day relaxation time, the vertical shear is 19 m/s over 5 km, and the meridional half-width is 13° latitude.",Atmospheric Dynamics
-15.567 %,C,MCQ_75_14,"['-31.133 %', '-2.0 %', '-15.567 %', '-46.7 %']","Considering that gravity's acceleration decreases with elevation from the Earth's center according to an inverse square law, calculate the percentage change in $g$ from the Earth's surface to a height of 467000.0 km.",Geophysics
206.2 hPa,D,MCQ_76_14,"['11687.1 hPa', '483.5 hPa', '618.7 hPa', '206.2 hPa']","In a distant galaxy, there exists a planet with an atmosphere identical to Earth's, except it lacks moisture. The planet's troposphere is kept neutrally stable to vertical shifts through convection, while the stratosphere is in radiative equilibrium with a consistent temperature of -71.9°C, and the temperature remains continuous across the tropopause. Given a surface pressure of 850 hPa and an equatorial surface temperature of 28.4°C, determine the pressure at the equatorial tropopause.",Atmospheric Dynamics
1.038 ,D,MCQ_77_14,"['0.104 ', '1.452 ', '2.075 ', '1.038 ']","Evaluate the dry-adiabatic lapse rate on Barnard's Star b in relation to Earth's, considering that the gravitational acceleration on Barnard's Star b is 11.4 m/s^2 and its atmosphere is predominantly hydrogen, resulting in a different c_p value.",Atmospheric Physics
"Surface: 0.00859 kg/m^3,
Altitude: 0.000731 kg/m^3",B,MCQ_79_14,"['Surface: 0.02577 kg/m^3,\nAltitude: 0.002192 kg/m^3', 'Surface: 0.00859 kg/m^3,\nAltitude: 0.000731 kg/m^3', 'Surface: 0.00517 kg/m^3,\nAltitude: 0.000173 kg/m^3', 'Surface: 0.00073 kg/m^3,\nAltitude: 0.00859 kg/m^3']","Utilizing (i) the equation that connects the saturation vapor pressure of $ \mathrm{H}_{2} \mathrm{O} $ with temperature $ T $, and (ii) the water vapor equation of state $ e = \rho_{v} R_{v} T $, determine the maximum water vapor content per unit volume that air can accommodate at the surface, where $ T_{s}=282 \mathrm{~K} $, and at an altitude of 10 km where $ T_{10} \mathrm{~km}=243 \mathrm{~K} $. Provide your results in $\mathrm{kg} \mathrm{m}^{-3} $.",Atmospheric Physics
7.91 km,B,MCQ_80_14,"['8.6 km', '7.91 km', '8.25 km', '23.74 km']","Spectroscopic data indicate that an atmospheric column with a water vapor mass exceeding 3.0 kg/m^2 is opaque to the 'terrestrial' waveband. Considering that water vapor generally has a density of 0.01 kg/m^3 at sea level and diminishes vertically following e^(-z/3.3), where z represents the height above the surface and b is approximately 3.3 km, determine the height at which the atmosphere becomes transparent to terrestrial radiation.",Atmospheric Physics
"(1): 5.542 cm/hr,
3.223 cm/hr,
(2): 16.816 cm",C,MCQ_1_15,"['(1): 2.9 cm/hr,\n3.686 cm/hr,\n(2): -55.892 cm', '(1): 16.994 cm/hr,\n1.802 cm/hr,\n(2): 28.652 cm', '(1): 5.542 cm/hr,\n3.223 cm/hr,\n(2): 16.816 cm', '(1): 4.562 cm/hr,\n2.904 cm/hr,\n(2): 25.846 cm']","The initial rate of infiltration of a watershed is estimated as 19.7 cm/hr, the final capacity is 2.9 cm/hr, and the time constant, k is 0.5 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=3.7 hr and t=7.9 hr;

(2) The total volume of infiltration between t=3.7 hr and t=7.9 hr.
        ",Hydrology
41.15 in,A,MCQ_2_15,"['41.15 in', '69.49 in', '51.77 in', '33.5 in']","A watershed consists of 86% open space/lawn in good condition, with 89% classified as soil group C and 11% as soil group A. The remaining 14% of the watershed is forest land with fair cover, also in soil group C. The curve numbers (CN) for these soil conditions are provided in the table below. Apply the SCS Method to calculate the excess precipitation given a total rainfall of 45.8 inches in this watershed. Clearly outline all assumptions. Assume normal antecedent runoff conditions (ARC II) and Ia=0.2S.

| Land use                   | Soil group | CN |
|----------------------------|------------|----|
| Good condition open space/lawn | C      | 74 |
| Good condition open space/lawn | A      | 39 |
| Forest land with fair cover     | C      | 73 |",Hydrology
"0-10min: 0 in,
10-20min: 0.096 in,
20-30min: 0.3328 in,
30-40min: 0.7733 in,
40-50min: 1.5376 in,
50-60min: 1.9702 in,
60-70min: 1.9819 in,
70-80min: 2.4526 in",A,MCQ_3_15,"['0-10min: 0 in,\n10-20min: 0.096 in,\n20-30min: 0.3328 in,\n30-40min: 0.7733 in,\n40-50min: 1.5376 in,\n50-60min: 1.9702 in,\n60-70min: 1.9819 in,\n70-80min: 2.4526 in', '0-10min: 0 in,\n10-20min: 0 in,\n20-30min: 0 in,\n30-40min: 0 in,\n40-50min: 0 in,\n50-60min: 0 in,\n60-70min: 0 in,\n70-80min: 0 in', '0-10min: 0.9427 in,\n10-20min: 2.1143 in,\n20-30min: 3.6017 in,\n30-40min: 3.7343 in,\n40-50min: 5.0292 in,\n50-60min: 5.6608 in,\n60-70min: 7.1246 in,\n70-80min: 8.0732 in', '0-10min: 0.7645 in,\n10-20min: 1.9585 in,\n20-30min: 3.0569 in,\n30-40min: 3.9896 in,\n40-50min: 5.8888 in,\n50-60min: 6.522 in,\n60-70min: 6.547 in,\n70-80min: 7.1968 in']","The watershed has a CN value of 66.0. The table below provides the rainfall intensity during the storm event. Determine the excess precipitation for each 10-minute interval.

| Time | Rainfall Intensity (in/hr) |
| :--- | :--- |
| 0-10min | 3.5 |
| 10-20min | 7.2 |
| 20-30min | 4.4 |
| 30-40min | 5.6 |
| 40-50min | 7.6 |
| 50-60min | 3.8 |
| 60-70min | 0.1 |
| 70-80min | 3.9 |",Hydrology
77768.58 W/m^2,C,MCQ_4_15,"['19442.15 W/m^2', '200.32 W/m^2', '77768.58 W/m^2', '155537.17 W/m^2']","
Calculate the solar constant at the orbit of Earth based on what you have learned from the Sun - Earth Geometry, given the following values:

| Temperature of the Sun (T_s) | T_s = 9910 K |
| :--- | :---: |
| Radius of the Sun (R_s) | R_s = 1784000 km |
| Distance of Sun's surface to Earth (D_v) | D_v = 149600000.0 km |
| The Stefan-Boltzmann constant (σ) | σ = 5.67e-8 W/m^2/K^4 |

Clearly state the laws or assumptions for the key steps, otherwise marks will be deducted. (Celsius $=$ Kelvin -273 )
        ",Hydrology
"discharge: 13.165 m^3/s,
velocity_inlet: 2.48 m/s,
Reynolds_inlet: 30367.04 ,
Reynolds_outlet: 46443.71 ,
flow_type_inlet: turbulent ,
flow_type_outlet: turbulent ",A,MCQ_6_15,"['discharge: 13.165 m^3/s,\nvelocity_inlet: 2.48 m/s,\nReynolds_inlet: 30367.04 ,\nReynolds_outlet: 46443.71 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ', 'discharge: 26.33 m^3/s,\nvelocity_inlet: 1.24 m/s,\nReynolds_inlet: 30367.04 ,\nReynolds_outlet: 92887.42 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ', 'discharge: 44.915 m^3/s,\nvelocity_inlet: 8.46 m/s,\nReynolds_inlet: 103605.2 ,\nReynolds_outlet: 46443.71 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ', 'discharge: 18.473 m^3/s,\nvelocity_inlet: 7.259 m/s,\nReynolds_inlet: 13841.81 ,\nReynolds_outlet: 8898.31 ,\nflow_type_inlet: turbulent ,\nflow_type_outlet: turbulent ']","
In a circular conduit with varying diameters, diameter D1=2.6 m, transitions to D2=1.7 m. 
The velocity at the outlet profile was measured: V2=5.8 m/s. 
Calculate the discharge and the mean velocity at the inlet profile V1. 
Also, determine the type of flow in both conduit profiles (whether the flow is laminar or turbulent). 
The kinematic viscosity of water is v=0.0002123 m²/s.
        ",Hydrology
1699.57 m,B,MCQ_8_15,"['954.41 m', '1699.57 m', '5098.72 m', '4.47 m']","A train is running smoothly along a curved track at the rate of 83.0 m/s. 
A passenger standing on a set of scales observes that his weight is 8.2% 
greater than when the train is at rest. The track is banked so that the force acting on the passenger 
is normal to the floor of the train. What is the radius of curvature of the track?
",Atmospheric Dynamics
2.48 m/s,C,MCQ_9_15,"['0.0 m/s', '159.7 m/s', '2.48 m/s', '8.3 m/s']","On a frictionless horizontal surface at 10.7° latitude, two balls, each with a diameter of 0.48 meters, are positioned 121.0 meters apart. If both balls are suddenly set in motion towards each other with the same velocity, what should their speed be to ensure they narrowly avoid a collision?",Atmospheric Dynamics
"Lateral Force (N): 4000.0 N,
Upward Reaction Force (Eastward) (N): 3233000.0 N,
Upward Reaction Force (Westward) (N): 3235000.0 N,
Difference in Upward Reaction Force (N): 2000.0 N",D,MCQ_10_15,"['Lateral Force (N): 4000.0 N,\nUpward Reaction Force (Eastward) (N): 0.0 N,\nUpward Reaction Force (Westward) (N): 2000.0 N,\nDifference in Upward Reaction Force (N): 2000.0 N', 'Lateral Force (N): -1000.0 N,\nUpward Reaction Force (Eastward) (N): 3238000.0 N,\nUpward Reaction Force (Westward) (N): 3230000.0 N,\nDifference in Upward Reaction Force (N): -8000.0 N', 'Lateral Force (N): 0.0 N,\nUpward Reaction Force (Eastward) (N): 196000.0 N,\nUpward Reaction Force (Westward) (N): 196000.0 N,\nDifference in Upward Reaction Force (N): 0.0 N', 'Lateral Force (N): 4000.0 N,\nUpward Reaction Force (Eastward) (N): 3233000.0 N,\nUpward Reaction Force (Westward) (N): 3235000.0 N,\nDifference in Upward Reaction Force (N): 2000.0 N']","A train engine with a 330000.0 kg mass moves at a speed of 91 m/s on a straight, level track at a latitude of -79.2 degrees N. Determine the lateral force acting on the rails. Contrast the magnitudes of the upward reaction forces exerted by the rails when the locomotive is moving eastward versus westward.",Atmospheric Dynamics
"initial_angular_velocity: 1.4 s,
final_angular_velocity: 0.374 s^-1,
work_done: -215.35 J",B,MCQ_11_15,"['initial_angular_velocity: 0.3 s,\nfinal_angular_velocity: 0.114 s^-1,\nwork_done: 2.96 J', 'initial_angular_velocity: 1.4 s,\nfinal_angular_velocity: 0.374 s^-1,\nwork_done: -215.35 J', 'initial_angular_velocity: 0.5 s,\nfinal_angular_velocity: 5.397 s^-1,\nwork_done: 1360.48 J', 'initial_angular_velocity: 1.2 s,\nfinal_angular_velocity: 0.305 s^-1,\nwork_done: -484.53 J']","A block with a mass of 7.4 kg is hung from one end of a weightless string. The other end passes through a small hole in a horizontal platform where a ball with a mass of 19.0 kg is attached. Determine the angular velocity required for the ball to rotate on the platform to counterbalance the block's weight, given that the ball's horizontal distance from the hole is 1.9 m. As the ball rotates, the block is lowered by -2.27 m. What will be the ball's new angular velocity? How much work is performed in lowering the block?",Atmospheric Dynamics
9.72 km,A,MCQ_12_15,"['9.72 km', '19.45 km', '30.16 km', '7.64 km']",Demonstrate that an atmosphere with uniform density (density does not vary with height) possesses a finite height that is solely determined by the temperature at the lower boundary. Calculate the height of such a homogeneous atmosphere given a surface temperature of 332 K and a surface pressure of 1030 hPa. (Utilize the ideal gas law and the principle of hydrostatic balance.),Atmospheric Physics
-2193.6 Pa/h,D,MCQ_13_15,"['-1343.9 Pa/h', '-219.4 Pa/h', '26219.3 Pa/h', '-2193.6 Pa/h']",A ship is heading north at a speed of 91.8 km/h. The surface pressure rises to the northwest at a rate of 46.2 Pa/km. Determine the pressure tendency observed at a nearby island station if the pressure on the ship decreases at a rate of -805.4 Pa/h.,Atmospheric Dynamics
-3.006 °C/h,B,MCQ_14_15,"['4.27 °C/h', '-3.006 °C/h', '-1.503 °C/h', '-6.012 °C/h']","At a location 49000.0 km north of a station, the temperature is 2.2 °C less than at the station. Given that the wind direction is from the southeast at a speed of 36.8 m/s and the air is warming due to radiation at a rate of 1.2 °C/h, what is the change in temperature at the station?",Atmospheric Dynamics
-1.53 m/km,D,MCQ_15_15,"['-0.02 m/km', '-7011032.59 m/km', '-1.47 m/km', '-1.53 m/km']","An airplane traveling on a heading of 2° (meaning 2° east of north) with an airspeed of 250 m/s is moving relative to the ground directly east (90°) at 275 m/s. Given that the plane maintains constant pressure, what is the rate at which its altitude changes (in meters per kilometer of horizontal travel) under the assumption of a steady pressure field, geostrophic winds, and f=6e-05 s^-1?",Atmospheric Dynamics
198.2 hPa,D,MCQ_16_15,"['41.2 hPa', '19.8 hPa', '565.0 hPa', '198.2 hPa']","A tornado spins with a constant angular velocity \omega. Demonstrate that the surface pressure at the tornado's center can be expressed as $p=p_{0} \exp \left(\frac{-\omega^{2} r_{0}^{2}}{2 R T} \right)$, where $p_{0}$ represents the surface pressure at a distance $r_{0}$ from the center, and T denotes the temperature (considered constant). Given that the temperature is 400 K, and the pressure and wind speed at 100 m from the center are 200 hPa and 45 $\mathrm{~m} \mathrm{~s}^{-1}$, respectively, determine the central pressure.",Atmospheric Dynamics
