answer,correct_option,id,options,problem,type
"(a): dQ/dt = R_n - G - H - E_l ,
(b): E_l = R_n / (1 + B) ,
(c): 3.19 mm/day,
(d): 99.03 mm",A,MCQ_96_3,"['(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 3.19 mm/day,\n(d): 99.03 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 6.2 mm/day,\n(d): 179.78 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 1.6 mm/day,\n(d): 49.51 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 1.77 mm/day,\n(d): 1769.81 mm']","A small catchment with an 300 ha area in Iowa absorbs an average R_n = 185 W m^-2 in June. Use the energy balance method to estimate the catchment's evapotranspiration for June.

(a) Formulate a comprehensive energy balance equation, including all terms, for the catchment in June.

(b) By ignoring ground conduction (G) and assuming no change in stored energy (dQ/dt = 0), simplify the energy balance equation for the catchment to solve for the latent heat flux, E_l. Substitute H (the sensible heat flux) with B × E_l, where B is the Bowen ratio.

(c) Given a mean Bowen ratio of 0.97 for the catchment, determine the mean daily latent heat flux to the atmosphere (W m^-2) and the mean evapotranspiration rate (mm day^-1) from the catchment. Assume a water density, ρ_w = 1000 kg m^-3.

(d) Compute the total evapotranspiration from the catchment over the month of June (31 days).",Hydrology
5.6 °C,D,MCQ_97_3,"['22.4 °C', '3.8 °C', '26.0 °C', '5.6 °C']","A thermometer floating with the river's flow at 2.0 km/hr measures the surface temperature. The overall warming rate of the river water is 0.3 °C/hr, while the temperature rises by 0.2 °C per kilometer downstream. What is the temperature change (°C) recorded by the thermometer over 8 hours?",Hydrology
2.978 m/s,B,MCQ_98_3,"['5.956 m/s', '2.978 m/s', '0.706 m/s', '8.934 m/s']","The pressure decrease across a properly designed constriction can be utilized to determine the flow velocity in a pipe. Given that the pressure drop from a 0.88-m diameter section to a 0.71-m diameter section is 6030 Pa, what is the flow velocity (m/s) in the 0.88-m diameter section of the pipe? Hint: Apply the conservation of mass equation to connect the velocity at the smaller section with that at the larger section.",Hydrology
"discharge: 0.452 m^3/s,
is_laminar: True ",B,MCQ_99_3,"['discharge: 7.233 m^3/s,\nis_laminar: True ', 'discharge: 0.452 m^3/s,\nis_laminar: True ', 'discharge: 29382292308065.105 m^3/s,\nis_laminar: False ', 'discharge: 11.082 m^3/s,\nis_laminar: True ']","Molten lava, characterized by a density of 2220 kg/m^3 and a viscosity of 4210 Pa·s, travels through a conduit with a circular cross-sectional shape. The conduit has a diameter of 1.74 m, and the lava flow is motivated by a pressure gradient of -8460 Pa/m. Given the assumption that the flow is laminar, determine the lava discharge in m^3/s. Is the laminar flow assumption appropriate?",Hydrology
"depth: 0.15 m,
mean_velocity: 0.8 m/s,
RH_close_to_h: True ",D,MCQ_100_3,"['depth: 0.21 m,\nmean_velocity: 0.57 m/s,\nRH_close_to_h: True ', 'depth: 0.15 m,\nmean_velocity: 0.01 m/s,\nRH_close_to_h: True ', 'depth: 0.08 m,\nmean_velocity: 0.16 m/s,\nRH_close_to_h: True ', 'depth: 0.15 m,\nmean_velocity: 0.8 m/s,\nRH_close_to_h: True ']","Utilize Equation 1 to calculate the depth and average velocity of a flow in a channel characterized by a slope S=0.0049, width w=20.5 m, discharge Q=2.5 m³/s, and Manning's n=0.025. Is it reasonable to assume that RH ≈ h for this flow? 
$$
egin{equation*}
q_{w}=U h=rac{k}{n} h^{5 / 3} S^{1 / 2} . 	ag{Equation 1}
\end{equation*}
$$",Hydrology
"(a): diameter: 3.7 m,
feasible: False ,
(b): (i): 1.7 m,
(ii): 151.72 m,
(iii): 152 ",A,MCQ_101_3,"['(a): diameter: 3.7 m,\nfeasible: False ,\n(b): (i): 1.7 m,\n(ii): 151.72 m,\n(iii): 152 ', '(a): diameter: 0.0 m,\nfeasible: True ,\n(b): (i): 0.3 m,\n(ii): 0.0 m,\n(iii): 1 ', '(a): diameter: 1.19 m,\nfeasible: False ,\n(b): (i): 1.7 m,\n(ii): 151.72 m,\n(iii): 16 ', '(a): diameter: 8.97 m,\nfeasible: False ,\n(b): (i): 4.4 m,\n(ii): 49.24 m,\n(iii): 165 ']","You are tasked with designing a basic filtration system for a community's water supply using cylindrical sand columns (K=6.0 m/day). The filter must be 1.7 m in length to effectively capture particulates in the water. Since the system will operate via gravity, the pressure heads at the top and bottom of the vertically-oriented filter will be 8.6 m and 7.6 m, respectively.  
(a). What diameter is necessary for the filter to process 10000 gallons of water per day? Is this dimension feasible (anything exceeding about 0.3 m is not feasible)?  
(b). Evaluate each of the following alternatives and consider adjustments to your design:  
i. Extend the sand filter (to what length?)  
ii. Increase the hydraulic head at the inflow (by how much?)  
iii. Implement multiple filters (how many? what dimensions?)",Hydrology
34.23 days,B,MCQ_102_3,"['102.68 days', '34.23 days', '32.03 days', '25.91 days']","In regions where irrigation is applied to boost agricultural output, maintaining soil water content above the permanent wilting point (e.g., θ ≥ 2 θw) during the growing season is essential. The root zone soil moisture should not surpass field capacity θfc during irrigation, as exceeding θfc results in drainage losses of water and fertilizer. Under this strategy, soil moisture stays below field capacity, with evapotranspiration being the sole loss from the root zone. Assuming the absence of rainfall, the temporal changes in average soil moisture θ in the root zone are described by the soil water balance equation:

Z * dθ/dt = -et,

where Z represents the depth of the root zone. This implies that variations in stored water within the control volume (i.e., the root zone) arise from the disparity between water inputs and outputs. In this scenario, there are no inputs from rainfall, and the only outflow is due to et. The irrigation period (i.e., the interval between successive irrigation applications) is determined by integrating the soil water balance equation from time t=0, when θ=θfc (immediately after irrigation), to time ti, when θ=θ0 (indicating it's time to irrigate again). This assumes the evapotranspiration rate decreases linearly from the potential rate PET at θ = θfc to zero at θ = θw (i.e., et = PET*(θ - θw)/(θfc - θw)):

Determine the irrigation period ti given:
Z=1.41 m, PET=2.6 mm/day, θfc=0.21, θw=0.08, and θ0=0.16.",Hydrology
"new_water_fraction: 0.1 ,
old_water_fraction: 0.9 ",A,MCQ_103_3,"['new_water_fraction: 0.1 ,\nold_water_fraction: 0.9 ', 'new_water_fraction: 0.4 ,\nold_water_fraction: 3.6 ', 'new_water_fraction: 0.3 ,\nold_water_fraction: 2.7 ', 'new_water_fraction: 0.9 ,\nold_water_fraction: 0.1 ']","A hydrologist analyzing runoff production within a catchment records these chloride concentrations at the height of a rainstorm: $C_n=18.9$ μmol/L, $C_o=34.7$ μmol/L, and $C_t=33.12$ μmol/L. Determine the proportions of total streamflow that are provided by new water and old water.",Hydrology
"TI1: 8.87 ,
TI2: 5.52 ,
likely_segment: 1 ",D,MCQ_104_3,"['TI1: 11.18 ,\nTI2: 7.82 ,\nlikely_segment: 1 ', 'TI1: -0.47 ,\nTI2: -11.38 ,\nlikely_segment: 1 ', 'TI1: 9.5 ,\nTI2: 5.4 ,\nlikely_segment: 1 ', 'TI1: 8.87 ,\nTI2: 5.52 ,\nlikely_segment: 1 ']","Consider two ""streamtube"" segments within a catchment area—essentially parts of a flow net defined by topography—with the following characteristics:

|  | Segment 1 | Segment 2 |
| :--- | :--- | :--- |
| Upslope area, A (m²) | 500.0 | 500.0 |
| Length of contour at the segment's base, c (m) | 3.5 | 25.0 |
| Slope at the segment's base, tanβ | 0.02 | 0.08 |

Determine the topographic index for each segment and specify which segment is more prone to generating saturation-excess overland flow.",Hydrology
49.497 m^3/s,A,MCQ_81_4,"['49.497 m^3/s', '98.994 m^3/s', '1500.563 m^3/s', '51.241 m^3/s']","Consider a rectangular open channel with a width of 5.7 meters that transports water at a depth of 4.9 meters. Given that the channel slope is 0.0033 and Manning's roughness coefficient is 0.048, determine the flow rate Q in cubic meters per second. Employ the SI units and use the hydraulic radius R=1.801935483870968 m.",Hydrology
"(a): Upstream: 2.27 m,
over the hump: 2.231 m,
(b): Upstream: 2.27 m,
over the hump: 2.255 m",A,MCQ_82_4,"['(a): Upstream: 2.27 m,\nover the hump: 2.231 m,\n(b): Upstream: 2.27 m,\nover the hump: 2.255 m', '(a): Upstream: 6.81 m,\nover the hump: 6.773 m,\n(b): Upstream: 6.81 m,\nover the hump: 6.795 m', '(a): Upstream: 4.19 m,\nover the hump: 4.174 m,\n(b): Upstream: 4.19 m,\nover the hump: 4.181 m', '(a): Upstream: 0.45 m,\nover the hump: 2.734 m,\n(b): Upstream: 0.45 m,\nover the hump: 16.789 m']",A rectangular channel with a width of 10.0 m conveys a flow rate of 16.2 m³/s at a depth of 2.27 m. There is a plan to build a hump at a certain section. Calculate the water surface levels both upstream from the hump and directly over the hump if the hump's height is a) 0.8 m and b) 0.45 m (assuming no energy loss at the hump).,Hydrology
0.000385 ,B,MCQ_83_4,"['0.050335 ', '0.000385 ', '9.6e-05 ', '0.00077 ']",Calculate the proportion of centrifugal acceleration to gravitational acceleration at a latitude of 68.0° on Kepler-452b.,Geophysics
"y2: 0.6687 m,
delta_z_critical: 0.082 m",D,MCQ_84_4,"['y2: 4.4799 m,\ndelta_z_critical: 2.3394 m', 'y2: 0.0511 m,\ndelta_z_critical: 0.0453 m', 'y2: -0.4686 m,\ndelta_z_critical: 0.0001 m', 'y2: 0.6687 m,\ndelta_z_critical: 0.082 m']","Water flowing in a broad channel encounters a hump 0.35 m tall, with an initial velocity of 1.9 m/sec and a depth of 0.9 m. Calculate 
a) The water depth y2 above the hump and 
b) The height of the hump that would make the crest flow critical.",Hydrology
0.003 m,C,MCQ_85_4,"['0.014 m', '0.007 m', '0.003 m', '0.092 m']","A smooth laminar boundary layer begins to form at the sharp leading edge of a propeller blade that is moving at 91.1 m/s relative to the methanol. Considering that the critical Reynolds number for flat plate turbulence is 418000 based on the distance, x, from the leading edge, where should we expect the transition to turbulence to occur?",Physical Oceanography
"volume_transport_Sv: 9.62 Sv,
heat_transport_PW: 0.2756 PW",C,MCQ_86_4,"['volume_transport_Sv: 19.24 Sv,\nheat_transport_PW: 0.5512 PW', 'volume_transport_Sv: 76.96 Sv,\nheat_transport_PW: 4.4098 PW', 'volume_transport_Sv: 9.62 Sv,\nheat_transport_PW: 0.2756 PW', 'volume_transport_Sv: 43.2 Sv,\nheat_transport_PW: 0.442 PW']","Warm western boundary currents like the Gulf Stream are crucial to the climate system due to their role in meridional heat transport. The Gulf Stream measures approximately 20 km in width, extends to a depth of 370 m, and has an average speed of 1.3 m/s.

a. Estimate the volume transport of the Gulf Stream (in Sv).

b. Estimate the temperature difference (ΔT = 7.0 °C) and the meridional heat transport linked with the Gulf Stream.",Physical Oceanography
"direction: south ,
Rossby_deformation_radius: 247392.51 m,
time_to_propagate: 257061.18 s",D,MCQ_87_4,"['direction: south ,\nRossby_deformation_radius: 494785.02 m,\ntime_to_propagate: 514122.37 s', 'direction: south ,\nRossby_deformation_radius: 742177.53 m,\ntime_to_propagate: 771183.55 s', 'direction: south ,\nRossby_deformation_radius: 1409953.3 m,\ntime_to_propagate: 10111.65 s', 'direction: south ,\nRossby_deformation_radius: 247392.51 m,\ntime_to_propagate: 257061.18 s']","In midlatitude regions, Kelvin waves travel along coastlines.

a. Which direction (north or south) do these waves travel if they move along the Chilean Pacific coast?

b. Compute the Rossby deformation radius for such a wave at 81.8°.

c. Find the time τ required for a Kelvin wave to travel a distance of 9180 km.

Assume a Kelvin wave is moving through a water layer with a thickness of H₀=130 m.",Physical Oceanography
0.0506 ,A,MCQ_88_4,"['0.0506 ', '0.1013 ', '0.0255 ', '0.0203 ']","Determine the Ekman number for the Peru Current, using typical values, U=1.0 m s^-1, L=316.0 km, and an approximate eddy viscosity A=177000.0 m^2 s^-1.",Physical Oceanography
753.077 s,C,MCQ_89_4,"['1506.155 s', '481.193 s', '753.077 s', '1506.135 s']","A submarine that is neutrally buoyant and stationary is submerged at a depth of 962.0 m at a latitude of 34.1°. Upon hearing an unusual noise to the east, the SONAR operator alerts the captain, who chooses to investigate. With an easterly speed of 28.1 m/s, how much time will pass before the submarine reaches the surface if no adjustments are made to the controls?",Physical Oceanography
0.3723 ,B,MCQ_90_4,"['0.2136 ', '0.3723 ', '1.1168 ', '18.7155 ']","A vessel is navigating an area where deep water waves have a wavelength of 252.0 meters. Considering the vessel's speed is 18.5 m s⁻¹, determine the ship's speed using the Froude number.",Physical Oceanography
"(a): 682250000.0 m^3,
(b): 180250450000.0 gal",D,MCQ_91_4,"['(a): 1364500000.0 m^3,\n(b): 360500900000.0 gal', '(a): 64080000.0 m^3,\n(b): 16929936000.0 gal', '(a): 68225000.0 m^3,\n(b): 18025045000.0 gal', '(a): 682250000.0 m^3,\n(b): 180250450000.0 gal']","Annually, a precipitation depth of 0.25 meter is recorded over a catchment area measuring 2729 (or $10^{3}$) $\mathrm{km}^{2}$.
(a) Calculate the total volume of water received in an average year in cubic meters.
(b) Convert this volume into gallons.",Hydrology
12537.0 yrs,B,MCQ_92_4,"['2412.0 yrs', '12537.0 yrs', '0.0 yrs', '1393.0 yrs']","The polar ice caps, which cover an area of 12000000.0 km^2, are thought to hold a total equivalent volume of 47000000.0 km^3 of liquid water. With the average yearly precipitation over these ice caps estimated at 12.3 inches, calculate the residence time of water in the polar ice caps, assuming the volume does not change over time.",Hydrology
"(a): 3100000.0 m^3,
(b): 620.0 mm,
(c): 0.225 ",A,MCQ_93_4,"['(a): 3100000.0 m^3,\n(b): 620.0 mm,\n(c): 0.225 ', '(a): 4499999200.0 m^3,\n(b): 899999.84 mm,\n(c): 0.0 ', '(a): 1750000.0 m^3,\n(b): 583.33 mm,\n(c): 0.386 ', '(a): 4650000.0 m^3,\n(b): 620.0 mm,\n(c): 0.225 ']","In a typical year, a small agricultural catchment with an 5.0 km² area receives 800.0 mm of rainfall. The catchment is drained by a stream with continuous discharge records. The total annual surface-water runoff, as derived from the stream discharge data, amounts to 900000.0 m³.
(a) Compute the annual volume of water lost to evapotranspiration in cubic meters, assuming there is no change in water storage in the catchment.
(b) Find the depth of water lost to evapotranspiration over the year in millimeters, assuming once more no change in water storage within the catchment.
(c) Calculate the runoff ratio (runoff over precipitation) for the catchment.",Hydrology
"(a): 1.199 mm/hr,
1.399 mm/hr,
(b): 2.35 mm/hr,
2.16 mm/hr,
(c): 1.45 mm/hr,
1.55 mm/hr,
(d): 12269842.0 m^3",D,MCQ_94_4,"['(a): 0.12 mm/hr,\n0.14 mm/hr,\n(b): 10.94 mm/hr,\n13.84 mm/hr,\n(c): 2.68 mm/hr,\n3.87 mm/hr,\n(d): 122698.0 m^3', '(a): 1.229 mm/hr,\n1.115 mm/hr,\n(b): 2.14 mm/hr,\n1.95 mm/hr,\n(c): 1.73 mm/hr,\n1.32 mm/hr,\n(d): 29281119.0 m^3', '(a): 0.062 mm/hr,\n0.0 mm/hr,\n(b): 10.6 mm/hr,\n13.42 mm/hr,\n(c): 2.6 mm/hr,\n3.69 mm/hr,\n(d): 295260.0 m^3', '(a): 1.199 mm/hr,\n1.399 mm/hr,\n(b): 2.35 mm/hr,\n2.16 mm/hr,\n(c): 1.45 mm/hr,\n1.55 mm/hr,\n(d): 12269842.0 m^3']","Two tipping bucket rain gauges are utilized to record the following rainfall data:

| Time | Cumulative precipitation (mm) at Station#1 | Cumulative precipitation (mm) at Station#2 |
| :--- | :--- | :--- |
| 4:00 a.m. | 0.0 | 1.5 |
| 6:00 a.m. | 2.7934705683299295 | 4.86090772204599 |
| 8:00 a.m. | 4.1550875249577075 | 7.56520567166527 |
| 10:00 a.m. | 5.935259461168931 | 9.818589484332751 |
| 12:00 noon | 7.8877765759590535 | 14.132354640670318 |
| 2:00 p.m. | 10.554537523566479 | 16.033258551146425 |
| 4:00 p.m. | 14.634845498046493 | 17.223518071110266 |
| 6:00 p.m. | 15.032047701829484 | 19.79407352482467 |
| 8:00 p.m. | 16.459275894795212 | 21.415323301985236 |
| 10:00 p.m. | 17.516319033637277 | 24.92625916728588 |
| 12:00 midnight | 21.9089023968071 | 29.64129924258127 |
| 2:00 a.m. | 24.06167828088016 | 30.651360933845407 |
| 4:00 a.m. | 28.768029548514782 | 33.566059562335106 |

(a) Determine the average daily rainfall intensity for each station (mm/hr).
(b) Determine the peak 2-hour rainfall intensity for each station (mm/hr).
(c) Determine the peak 6-hour rainfall intensity for each station (mm/hr).
(d) Using the arithmetic mean method and given that the drainage basin covers an area of 152 mi², compute the total rainfall volume (m³) that reached the basin during the event.",Hydrology
"(a): cross_sectional_area_m2: 1.42 m^2,
total_storage_volume_m3: 0.4 m^3,
(b): 41.22 mm,
(c): 58.29 kg,
(d): 0.1 mm/hr,
(e): -0.12 mm/hr,
(f): -15.64 days",B,MCQ_95_4,"['(a): cross_sectional_area_m2: 0.0 m^2,\ntotal_storage_volume_m3: 0.0 m^3,\n(b): 49109.37 mm,\n(c): 3.81 kg,\n(d): 1334.04 mm/hr,\n(e): -162518.53 mm/hr,\n(f): -0.66 days', '(a): cross_sectional_area_m2: 1.42 m^2,\ntotal_storage_volume_m3: 0.4 m^3,\n(b): 41.22 mm,\n(c): 58.29 kg,\n(d): 0.1 mm/hr,\n(e): -0.12 mm/hr,\n(f): -15.64 days', '(a): cross_sectional_area_m2: 1.42 m^2,\ntotal_storage_volume_m3: 0.4 m^3,\n(b): 123.65 mm,\n(c): 524.63 kg,\n(d): 0.1 mm/hr,\n(e): 0.06 mm/hr,\n(f): 96.63 days', '(a): cross_sectional_area_m2: 1.53 m^2,\ntotal_storage_volume_m3: 0.55 m^3,\n(b): 13.58 mm,\n(c): 20.72 kg,\n(d): 0.05 mm/hr,\n(e): 0.08 mm/hr,\n(f): 8.96 days']","Estimating potential evapotranspiration through the measurement of water volume changes in an evaporation pan is a common method. United States Class A evaporation pans are cylindrical and have the following dimensions: depth = 11.0 inches and diameter = 53.0 inches. An evaporation pan acts as a hydrological system with inflow, outflow, and storage volume components.

(a) Determine the cross-sectional area (m^2) of a United States Class A evaporation pan that allows water inflows and outflows. Also, compute the total storage volume of the pan (m^3).

(b) Initially, the pan holds 15.5 U.S. gallons of water. Find the depth of the water in the pan (mm).

(c) Given a water density of 993.6 kg/m^3, calculate the mass (kg) of water contained in the pan.

(d) After 19 hours in an open area (without precipitation), the pan is inspected, revealing a remaining water volume of 14.75 gallons. Calculate the average evaporation rate (mm/hr) from the pan.

(e) The pan is emptied and refilled with 15.5 gallons of water, then left in an open area for another 19 hours. During this time, rain occurred for 1.0 hours at a steady rate of 1.7 mm/hr; after 19 hours, the water volume in the pan was 17.0 gallons. Determine the average evaporation rate (mm/hr) from the pan during this interval.

(f) Assuming the evaporation rate derived in E remains constant and no further precipitation takes place, estimate the duration (days) required for the pan to become empty due to evaporation.",Hydrology
"(a): dQ/dt = R_n - G - H - E_l ,
(b): E_l = R_n / (1 + B) ,
(c): 10.06 mm/day,
(d): 301.91 mm",B,MCQ_96_4,"['(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 65.97 mm/day,\n(d): 69923.7 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 10.06 mm/day,\n(d): 301.91 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 10.67 mm/day,\n(d): 298.64 mm', '(a): dQ/dt = R_n - G - H - E_l ,\n(b): E_l = R_n / (1 + B) ,\n(c): 4.03 mm/day,\n(d): 120.77 mm']","A small catchment with an 300 ha area in Iowa absorbs an average R_n = 405 W m^-2 in June. Use the energy balance method to estimate the catchment's evapotranspiration for June.

(a) Formulate a comprehensive energy balance equation, including all terms, for the catchment in June.

(b) By ignoring ground conduction (G) and assuming no change in stored energy (dQ/dt = 0), simplify the energy balance equation for the catchment to solve for the latent heat flux, E_l. Substitute H (the sensible heat flux) with B × E_l, where B is the Bowen ratio.

(c) Given a mean Bowen ratio of 0.42 for the catchment, determine the mean daily latent heat flux to the atmosphere (W m^-2) and the mean evapotranspiration rate (mm day^-1) from the catchment. Assume a water density, ρ_w = 1060 kg m^-3.

(d) Compute the total evapotranspiration from the catchment over the month of June (30 days).",Hydrology
0.5 °C,B,MCQ_97_4,"['2.4 °C', '0.5 °C', '2.02 °C', '2.0 °C']","A thermometer floating with the river's flow at 0.5 km/hr measures the surface temperature. The overall warming rate of the river water is 0.1 °C/hr, while the temperature rises by 0.05 °C per kilometer downstream. What is the temperature change (°C) recorded by the thermometer over 4 hours?",Hydrology
4.53 m/s,C,MCQ_98_4,"['7.162 m/s', '0.0 m/s', '4.53 m/s', '1.093 m/s']","The pressure decrease across a properly designed constriction can be utilized to determine the flow velocity in a pipe. Given that the pressure drop from a 0.7-m diameter section to a 0.54-m diameter section is 18710 Pa, what is the flow velocity (m/s) in the 0.7-m diameter section of the pipe? Hint: Apply the conservation of mass equation to connect the velocity at the smaller section with that at the larger section.",Hydrology
"discharge: 1.832 m^3/s,
is_laminar: True ",D,MCQ_99_4,"['discharge: 0.0 m^3/s,\nis_laminar: True ', 'discharge: -100407175105915.8 m^3/s,\nis_laminar: False ', 'discharge: 6.802 m^3/s,\nis_laminar: True ', 'discharge: 1.832 m^3/s,\nis_laminar: True ']","Molten lava, characterized by a density of 1270 kg/m^3 and a viscosity of 1080 Pa·s, travels through a conduit with a circular cross-sectional shape. The conduit has a diameter of 1.8 m, and the lava flow is motivated by a pressure gradient of -7680 Pa/m. Given the assumption that the flow is laminar, determine the lava discharge in m^3/s. Is the laminar flow assumption appropriate?",Hydrology
"depth: 0.56 m,
mean_velocity: 0.99 m/s,
RH_close_to_h: True ",B,MCQ_100_4,"['depth: 0.64 m,\nmean_velocity: 1.25 m/s,\nRH_close_to_h: True ', 'depth: 0.56 m,\nmean_velocity: 0.99 m/s,\nRH_close_to_h: True ', 'depth: 0.0 m,\nmean_velocity: 5.93 m/s,\nRH_close_to_h: True ', 'depth: 0.42 m,\nmean_velocity: 1.3 m/s,\nRH_close_to_h: True ']","Utilize Equation 1 to calculate the depth and average velocity of a flow in a channel characterized by a slope S=0.0065, width w=24.5 m, discharge Q=13.5 m³/s, and Manning's n=0.055. Is it reasonable to assume that RH ≈ h for this flow? 
$$
egin{equation*}
q_{w}=U h=rac{k}{n} h^{5 / 3} S^{1 / 2} . 	ag{Equation 1}
\end{equation*}
$$",Hydrology
"(a): diameter: 2.47 m,
feasible: False ,
(b): (i): 3.4 m,
(ii): 3.83 m,
(iii): 2 ",A,MCQ_101_4,"['(a): diameter: 2.47 m,\nfeasible: False ,\n(b): (i): 3.4 m,\n(ii): 3.83 m,\n(iii): 2 ', '(a): diameter: 4.95 m,\nfeasible: 0 ,\n(b): (i): 6.8 m,\n(ii): 7.65 m,\n(iii): 4 ', '(a): diameter: 7.42 m,\nfeasible: 0 ,\n(b): (i): 10.2 m,\n(ii): 11.48 m,\n(iii): 6 ', '(a): diameter: 1.0 m,\nfeasible: False ,\n(b): (i): 0.8 m,\n(ii): 9.17 m,\n(iii): 2 ']","You are tasked with designing a basic filtration system for a community's water supply using cylindrical sand columns (K=9.1 m/day). The filter must be 3.4 m in length to effectively capture particulates in the water. Since the system will operate via gravity, the pressure heads at the top and bottom of the vertically-oriented filter will be 10.0 m and 7.5 m, respectively.  
(a). What diameter is necessary for the filter to process 8500 gallons of water per day? Is this dimension feasible (anything exceeding about 2.0 m is not feasible)?  
(b). Evaluate each of the following alternatives and consider adjustments to your design:  
i. Extend the sand filter (to what length?)  
ii. Increase the hydraulic head at the inflow (by how much?)  
iii. Implement multiple filters (how many? what dimensions?)",Hydrology
27.27 days,C,MCQ_102_4,"['8.73 days', '5.71 days', '27.27 days', '54.54 days']","In regions where irrigation is applied to boost agricultural output, maintaining soil water content above the permanent wilting point (e.g., θ ≥ 2 θw) during the growing season is essential. The root zone soil moisture should not surpass field capacity θfc during irrigation, as exceeding θfc results in drainage losses of water and fertilizer. Under this strategy, soil moisture stays below field capacity, with evapotranspiration being the sole loss from the root zone. Assuming the absence of rainfall, the temporal changes in average soil moisture θ in the root zone are described by the soil water balance equation:

Z * dθ/dt = -et,

where Z represents the depth of the root zone. This implies that variations in stored water within the control volume (i.e., the root zone) arise from the disparity between water inputs and outputs. In this scenario, there are no inputs from rainfall, and the only outflow is due to et. The irrigation period (i.e., the interval between successive irrigation applications) is determined by integrating the soil water balance equation from time t=0, when θ=θfc (immediately after irrigation), to time ti, when θ=θ0 (indicating it's time to irrigate again). This assumes the evapotranspiration rate decreases linearly from the potential rate PET at θ = θfc to zero at θ = θw (i.e., et = PET*(θ - θw)/(θfc - θw)):

Determine the irrigation period ti given:
Z=0.27 m, PET=7.5 mm/day, θfc=0.35, θw=0.03, and θ0=0.06.",Hydrology
"new_water_fraction: 0.1 ,
old_water_fraction: 0.9 ",B,MCQ_103_4,"['new_water_fraction: 0.4 ,\nold_water_fraction: 3.6 ', 'new_water_fraction: 0.1 ,\nold_water_fraction: 0.9 ', 'new_water_fraction: 1.111 ,\nold_water_fraction: -0.111 ', 'new_water_fraction: 0.3 ,\nold_water_fraction: 2.7 ']","A hydrologist analyzing runoff production within a catchment records these chloride concentrations at the height of a rainstorm: $C_n=12.9$ μmol/L, $C_o=39.4$ μmol/L, and $C_t=36.75$ μmol/L. Determine the proportions of total streamflow that are provided by new water and old water.",Hydrology
"TI1: 8.87 ,
TI2: 5.52 ,
likely_segment: 1 ",B,MCQ_104_4,"['TI1: 8.18 ,\nTI2: 4.83 ,\nlikely_segment: 1 ', 'TI1: 8.87 ,\nTI2: 5.52 ,\nlikely_segment: 1 ', 'TI1: -7.6 ,\nTI2: -8.18 ,\nlikely_segment: 1 ', 'TI1: 35.5 ,\nTI2: 22.09 ,\nlikely_segment: 4 ']","Consider two ""streamtube"" segments within a catchment area—essentially parts of a flow net defined by topography—with the following characteristics:

|  | Segment 1 | Segment 2 |
| :--- | :--- | :--- |
| Upslope area, A (m²) | 500.0 | 500.0 |
| Length of contour at the segment's base, c (m) | 3.5 | 25.0 |
| Slope at the segment's base, tanβ | 0.02 | 0.08 |

Determine the topographic index for each segment and specify which segment is more prone to generating saturation-excess overland flow.",Hydrology
392.683 m^3/s,D,MCQ_81_5,"['157.073 m^3/s', '0.001 m^3/s', '5.159 m^3/s', '392.683 m^3/s']","Consider a rectangular open channel with a width of 7.9 meters that transports water at a depth of 4.3 meters. Given that the channel slope is 0.01 and Manning's roughness coefficient is 0.014, determine the flow rate Q in cubic meters per second. Employ the SI units and use the hydraulic radius R=2.0587878787878786 m.",Hydrology
"(a): Upstream: 3.71 m,
over the hump: 3.696 m,
(b): Upstream: 3.71 m,
over the hump: 3.702 m",B,MCQ_82_5,"['(a): Upstream: 4.094 m,\nover the hump: 3.966 m,\n(b): Upstream: 0.873 m,\nover the hump: 0.756 m', '(a): Upstream: 3.71 m,\nover the hump: 3.696 m,\n(b): Upstream: 3.71 m,\nover the hump: 3.702 m', '(a): Upstream: 4.494 m,\nover the hump: 3.641 m,\n(b): Upstream: 4.069 m,\nover the hump: 3.341 m', '(a): Upstream: 9.275 m,\nover the hump: 9.261 m,\n(b): Upstream: 9.275 m,\nover the hump: 9.267 m']",A rectangular channel with a width of 9.5 m conveys a flow rate of 23.4 m³/s at a depth of 3.71 m. There is a plan to build a hump at a certain section. Calculate the water surface levels both upstream from the hump and directly over the hump if the hump's height is a) 0.8 m and b) 0.5 m (assuming no energy loss at the hump).,Hydrology
9.3e-05 ,A,MCQ_83_5,"['9.3e-05 ', '0.000256 ', '0.000186 ', '-0.000168 ']",Calculate the proportion of centrifugal acceleration to gravitational acceleration at a latitude of 60.8° on Ganymede.,Geophysics
